단어,빈도수,라벨링
시시,12,
드테인먼트,12,
스위트홈,12,
불곰,12,
골뱅이,12,
벨기에,12,
음지,12,
디포,12,
하란,12,
안당,12,
밍밍,12,
찌통,12,
책갈피,12,
바이트,12,
카페나,12,
젬디앤,12,
퉁퉁,12,
잭슨,12,
제너럴,12,
마찰,12,
주성분,12,
불복,12,
멘틧,12,
컨트롤러,12,
발권,12,
쫌쫌,12,
승부사,12,
이병,12,
뎂븞싮슶텂즚,12,
메이져,12,
신자,12,
신아일보,12,
키즈팝,12,
스트릿,12,
서정,12,
우민,12,
엠피,12,
초능력자,12,
탈것,12,
리겜,12,
히스토리,12,
갠봇,12,
릴리스,12,
마술사,12,
신령,12,
대조,12,
전시관,12,
채비,12,
일본군,12,
동일인,12,
인디언,12,
매혹,12,
위너스,12,
펙트,12,
코스피지수,12,
레오나,12,
소맥,12,
미전,12,
사업인,12,
나날,12,
펠리클,12,
강우,12,
메론빵,12,
트렌디,12,
교도,12,
발작,12,
호법,12,
다이애나,12,
리버시,12,
청월,12,
말차,12,
그림책,12,
초공,12,
생건,12,
고교생,12,
진학,12,
아르카,12,
타오바오,12,
금세,12,
눈알,12,
골치,12,
푸시,12,
루브르,12,
기스,12,
놀이동산,12,
덕캐,12,
초코우유,12,
파리바게트,12,
서커스,12,
순천시,12,
증명사진,12,
줄리아,12,
재력,12,
엔스,12,
삼척시,12,
구질,12,
독방,12,
블리,12,
아랑,12,
이인,12,
박진영,12,
출연자,12,
표고버섯,12,
인플레이션,12,
사우,12,
아우라,12,
간절,12,
아이보리,12,
최측근,12,
양극화,12,
청렴,12,
광고주,12,
결정전,12,
이슈타르,12,
메이데이,12,
함평군,12,
다화,12,
홈파티,12,
쵸우,12,
슈바,12,
마트몬,12,
얘길,12,
녹두,12,
효도,12,
뻔햇,12,
캔서롭,12,
시보,12,
경자,12,
팬아트,12,
스쿠프,12,
쿠우,12,
번인,12,
루하,12,
골몰,12,
레프트,12,
범용,12,
청운,12,
의정,12,
몽골,12,
컨트리클럽,12,
비후,12,
니코,12,
볼살,12,
배트,12,
연습기,12,
원주시,12,
구레,12,
난이,12,
남초,12,
기함,12,
포진,12,
엄벌,12,
금욜,12,
김지형,12,
구독료,12,
효진,12,
아래쪽,12,
미처,12,
핸섬가이,12,
헤이즈,12,
고음,12,
인종차별,12,
다도,12,
천신일,12,
왕관,12,
터스,12,
신건,12,
플텍,12,
우레,12,
도키,12,
정력,12,
전문의,12,
록키,12,
복싱,12,
꼬까,12,
해프닝,12,
수애,12,
한의원,12,
핫소스,12,
단검,12,
박상혁,12,
스캇,12,
쿤달,12,
케이드,12,
체크카드,12,
캐럴,12,
뚠뚠,12,
고오,12,
핫핑크,12,
쿠니,12,
콘티,12,
아멘,12,
미추홀,12,
한명인,12,
시영,12,
퀸즈,12,
충만,12,
버킷리스트,12,
아스카,12,
취준생,12,
여수시,12,
김재형,12,
매립지,12,
양키,12,
이일성,12,
백미,12,
인제군,12,
풍속,12,
미혼,12,
손편지,12,
김포시,12,
정례,12,
조력,12,
박영숙,12,
낸드,12,
남태평양,12,
디렉터,12,
농수산,12,
윤갑근,12,
지투알,12,
맥북,12,
혼수,12,
악성,12,
혈액암,12,
장대,12,
꿀벌,12,
신지식인,12,
저력,12,
서울역,12,
언어학,12,
흑염룡,12,
권선,12,
포이,12,
극광,12,
구구,12,
가요대전,12,
무광,12,
이정희,12,
게스트하우스,12,
바이바이,12,
팁코,12,
서약,12,
바카,12,
설묘,12,
네미,12,
산낙지,12,
기륭전자,12,
자숙,12,
스토케,12,
정환,12,
페노,12,
디스코,12,
메가바이트,12,
농기,12,
푸틴,12,
대개,12,
화석,12,
환절기,12,
불허,12,
가필드,12,
종잣돈,12,
보건관리,12,
그루터,12,
노동청,12,
리베로,12,
꿰차,12,
승보,12,
환경일보,12,
종이컵,12,
잇몸,12,
질끈,12,
영접,12,
정미,12,
어학,12,
모직,12,
장흥군,12,
주변인,12,
정거장,12,
삼라,12,
타네,12,
프메,12,
근심,12,
문무,12,
채희봉,12,
김종철,12,
관철,12,
뒷말,12,
해운업,12,
사평,12,
아큐텍,12,
중랑,12,
김상희,12,
퐈이텡,12,
통행,12,
기행,12,
최병오,12,
수감,12,
서귀포시,12,
문헌학,12,
유구,12,
기주,12,
염려,12,
페루,12,
장로,12,
울보,12,
느님,12,
이동욱,12,
농업인,12,
백일장,12,
포션,12,
브로콜리,12,
조그만,12,
허윤,12,
활기,12,
소염제,12,
토성,12,
평산,12,
가려진,12,
생가,12,
가칭,12,
구지면,12,
핫팩,12,
쌍끌이,12,
로케트전기,12,
한가운데,12,
동구청,12,
특별사면,12,
금촌,12,
졸지,12,
이데아,12,
유괴,12,
델루,12,
어메이징,12,
노원구,12,
미하일,12,
드로잉,12,
쌍문,12,
보르도,12,
메디콕스,12,
조윤성,12,
승아,12,
명구,12,
뻘하,12,
박보영,12,
메이비,12,
전골,12,
여배우,12,
피살,12,
문물,12,
청량미,12,
가부,12,
컬렉터,12,
학사,12,
이순신,12,
소디,12,
진지,12,
월화,12,
국룰,12,
핸디,12,
이부키,12,
작대기,12,
가유,12,
싱크홀,12,
어엉,12,
등짝,12,
재창,12,
리듬게임,12,
김정현,12,
인스턴트,12,
실론,12,
석태,12,
고사리,12,
디버프,12,
행신동,12,
이체,12,
음악당,12,
무얼,12,
박태준학술정보관,12,
루지,12,
사춘기,12,
하버드,12,
즌투,12,
너넨,12,
김석진,12,
버키,12,
하복,12,
요코,12,
다비드,12,
바게트,12,
세시,12,
콩쿨,12,
강징,12,
예민,12,
넴넴,12,
제스,12,
설사,12,
영풍문고,12,
이글루스,12,
구치,12,
토털,12,
잉잉,12,
훈훈,12,
콘치,12,
모네,12,
놀래기,12,
다담,12,
키르기스스탄,12,
얼룩,12,
쇠고기,12,
전염병,12,
맥라렌,12,
몽몽,12,
마카오,12,
기모노,12,
알래스카,12,
실정,12,
마취제,12,
투석,12,
육안,12,
냉동고,12,
이중섭,12,
벅벅,12,
둘맘,12,
정씨,12,
환타,12,
노환규,12,
상적,12,
내셔널리그,12,
짝꿍,12,
저장장치,12,
빅톤,12,
오늘날,12,
것일,12,
삼국지,12,
자기애,12,
인티,12,
시장경제,12,
전광판,12,
영종도,12,
라이어,12,
전진기,12,
강수,12,
앤텍,12,
후니,12,
대련,12,
원산지,12,
친정,12,
조련,12,
니요,12,
보매,12,
이재형,12,
소식통,11,
장서희,11,
체온,11,
기프트카드,11,
박동,11,
이나리,11,
개소,11,
왕족,11,
맨발,11,
최윤,11,
외로움,11,
케리,11,
창고업,11,
박주연,11,
가좌동,11,
동굴,11,
지엘팜텍,11,
혜안,11,
상품화,11,
송강,11,
홍지호,11,
인과관계,11,
버라이어티,11,
가지가지,11,
라리가,11,
로열티,11,
강산,11,
상봉,11,
구의,11,
물꼬,11,
포석,11,
괴리율,11,
장차,11,
발명,11,
태봉,11,
쥬시,11,
산맥,11,
조우,11,
유시진,11,
군도,11,
현물출자,11,
가뜩이나,11,
사법연수원,11,
직사,11,
달랑,11,
애니멀,11,
갑부,11,
자화자찬,11,
자궁,11,
정윤호,11,
김주현,11,
은영,11,
오어,11,
수배,11,
지우개,11,
입하,11,
영사관,11,
레티,11,
둔산동,11,
고은아,11,
피니언,11,
스펠명,11,
포맷,11,
제적,11,
북적,11,
조현준,11,
하윤,11,
윤설희,11,
팟캐스트,11,
시드니,11,
관객수,11,
빅토리아,11,
허리띠,11,
시화,11,
비포,11,
제작발표회,11,
뎀주세,11,
말풍선,11,
페노피브레이트,11,
문래동,11,
남평읍,11,
스크림,11,
남줁,11,
루어낚시,11,
광채,11,
레시,11,
강경화,11,
플라잉,11,
홍합,11,
경유,11,
선라이즈,11,
비야,11,
뉘앙스,11,
음란,11,
교신,11,
하양,11,
벤처캐피탈,11,
쁘띠첼,11,
레킷벤키저,11,
밀월,11,
진쟈,11,
엘레,11,
앤드루,11,
이러닝,11,
프로비던스,11,
논산,11,
아부다비,11,
울진군,11,
가쿠란,11,
히알루론산,11,
케스,11,
접전,11,
증감,11,
최정,11,
해달,11,
박강,11,
선불카드,11,
흥동,11,
프로세스,11,
갑질,11,
동서로,11,
렌털,11,
필라,11,
코란도,11,
가드레일,11,
파라솔,11,
맛남,11,
피타,11,
앤더,11,
풍덕동,11,
유급,11,
아르테미스,11,
더구나,11,
유석,11,
콜레스테롤,11,
때론,11,
클리앙,11,
역밭,11,
인프피,11,
젠이츠,11,
회선,11,
상풍,11,
건아,11,
노년,11,
윤촌,11,
하풍,11,
라울,11,
메이지,11,
리처드,11,
하태경,11,
감수성,11,
보살,11,
조스,11,
텐트,11,
환전,11,
포르쉐,11,
경희대,11,
가창,11,
멀티탭,11,
큐스앤,11,
스택,11,
추상,11,
번외,11,
북마크,11,
흥칫쿵,11,
졸졸,11,
비애,11,
인세,11,
번역가,11,
지짐,11,
족족,11,
보토,11,
케이준,11,
동계,11,
고진,11,
이세진,11,
퍼시,11,
채취,11,
명사,11,
젤로,11,
연애의온도,11,
대륜,11,
겐지,11,
구몬,11,
곰앤,11,
타이완,11,
포프,11,
던파,11,
약손,11,
갈릭,11,
동아시아,11,
무럭무럭,11,
분권,11,
초판,11,
김종성,11,
사발면,11,
림프,11,
테른,11,
대일,11,
북경,11,
하피,11,
토드,11,
집필,11,
에이펙,11,
단원,11,
뭔들,11,
과오,11,
용빈,11,
먹듯,11,
복무,11,
홍열,11,
가리봉,11,
날벼락,11,
성주군,11,
상투,11,
돌진,11,
물살,11,
농축액,11,
우리엄마,11,
이종우,11,
삼우엠스,11,
완전식품,11,
허쥬마,11,
사포,11,
지리산,11,
유의사항,11,
미녀와야수,11,
개점,11,
무궁무진,11,
스꾸,11,
바나나빵,11,
시그마,11,
클리셰,11,
왕왕,11,
언플,11,
북도,11,
격화,11,
최영욱,11,
국무위원,11,
원상,11,
떼뷰,11,
브륄레,11,
양주시,11,
탈피,11,
스벤,11,
표상,11,
쿠테타,11,
가상현실,11,
대구광역시,11,
강등,11,
천유,11,
렌티,11,
안햇,11,
티타늄,11,
김찬,11,
선수권대회,11,
타요버스,11,
생축,11,
폭격,11,
이지선,11,
윤용,11,
게인,11,
라이온,11,
티켓몬스터,11,
입다,11,
의의,11,
루게릭병,11,
예뿌,11,
웃음소리,11,
치사,11,
태인,11,
문수,11,
아홉,11,
도회,11,
활황,11,
진환,11,
천안시청,11,
천경자,11,
나무숲,11,
창진,11,
독대,11,
커넥티드,11,
마리오,11,
비말,11,
타이머,11,
정녕,11,
재야,11,
대천사,11,
아닛,11,
선하,11,
예금,11,
미드나잇,11,
빙기,11,
오찬,11,
오왓,11,
무결,11,
자필,11,
괴질,11,
응급,11,
에즈라,11,
스코프,11,
털썩,11,
접착,11,
생명윤리,11,
건재,11,
저해,11,
율리,11,
열량,11,
이입,11,
재결합,11,
희생양,11,
애나,11,
김성만,11,
용의,11,
로토,11,
양치,11,
화이트리스트,11,
멘티,11,
루돌프,11,
마음가짐,11,
기변,11,
화력발전,11,
희소식,11,
사투,11,
강성범,11,
방긋,11,
설계자,11,
스텟,11,
벤처캐피털,11,
치도,11,
백도어,11,
어리둥절,11,
호적,11,
독촉,11,
콩깍지,11,
오만원,11,
환담,11,
닷넷,11,
섀도,11,
해독,11,
수선,11,
사이토카인,11,
거버넌스,11,
승봉,11,
문지,11,
생체재료,11,
귀멸,11,
숙경,11,
태주,11,
타이탄,11,
스틸컷,11,
조용준,11,
생계,11,
아차,11,
전상,11,
노은주,11,
오목,11,
후속작,11,
덤덤,11,
카라반,11,
스탬프,11,
십분,11,
부처님,11,
여름날,11,
조영철,11,
비밀연애,11,
며주,11,
웹서비스,11,
프로도,11,
밤톨,11,
엄기준,11,
불로,11,
증기,11,
젤라또,11,
에스프레소,11,
카라멜,11,
미디움,11,
설기,11,
에센,11,
트윅,11,
거르,11,
메종,11,
바름,11,
내열성,11,
눈사람,11,
회색도시,11,
형사입건,11,
파티션,11,
서영주,11,
압축파일,11,
대산읍,11,
빛샘,11,
연한,11,
랩소디,11,
에일리,11,
홍조,11,
우물쭈물,11,
외길,11,
먐미,11,
감광,11,
우월감,11,
황폐,11,
동진쎄미켐,11,
극일,11,
모듈러,11,
생명체,11,
하은,11,
국교,11,
니체,11,
공교육,11,
배지,11,
혼동,11,
불분명,11,
뇌출혈,11,
제롬,11,
결투,11,
소냐,11,
콧물,11,
재수감,11,
김호준,11,
티백,11,
목마,11,
미역,11,
온수,11,
앤홈,11,
서울식,11,
골동,11,
서안,11,
계양구,11,
예진,11,
애매,11,
아이스티,11,
엘렌,11,
송제,11,
김효진,11,
꿈결,11,
여관,11,
화평,11,
팜스코,11,
월드비전,11,
스트로베리,11,
김택완,11,
진유,11,
레우스,11,
꾸리,11,
임철수,11,
밑줄,11,
키시,11,
시스터,11,
저쩌,11,
이종현,11,
스마트워치,11,
합계,11,
평타,11,
현주,11,
중후,11,
유모차,11,
복합기,11,
사고방식,11,
굿네이버스,11,
관악구,11,
렐레,11,
캐쉬,11,
마비노기,11,
마티스,11,
승훈,11,
벌크선,11,
백건우,11,
믾프,11,
무아,11,
남정,11,
만듬,11,
장덕,11,
택용,11,
지중해,11,
아샤,11,
타타,11,
군위군,11,
권외,11,
용법,11,
대장님,11,
기네스,11,
고베,11,
리창,11,
이회택,11,
지란,11,
태초,11,
이토마토,11,
스톰,11,
양근,11,
무탸,11,
반론,11,
알파카,11,
예찬,11,
통틀어,11,
흑우,11,
억측,11,
광명시,11,
조루,11,
도희,11,
카에데,11,
한글파일,11,
스사,11,
수협,11,
정상인,11,
윤사,11,
혁궁,11,
홍라희,11,
정우성,11,
경로당,11,
김철,11,
유헬스,11,
연민,11,
이상태,11,
알박기,11,
부숴,11,
트러스트,11,
석양,11,
동북아,11,
유은,11,
뭐해,11,
슬라이딩,11,
하울,11,
엘컴텍,11,
김고은,11,
맞괄헤,11,
여하튼,11,
전자기기,11,
차농,11,
추종,11,
농림축산식품부,11,
위건,11,
강간,11,
권혁,11,
홍채,11,
캔슬,11,
리설,11,
층간소음,11,
코크,11,
최고경영자,11,
식품위생법,11,
럄곰님,11,
이수만,11,
다이나믹스,11,
윤제균,11,
성기학,11,
스모크,11,
부산진구,11,
익범,11,
삿는데,11,
디도,11,
줄거리,11,
투니버스,11,
장고,11,
김수정,11,
베이직하우스,11,
유독가스,11,
고찰,11,
짐빔,11,
김용수,11,
영은,11,
아키라,11,
손수건,11,
기황후,11,
수칙,11,
김경순,11,
상조업,11,
김여정,11,
웰시,11,
우무,11,
남아도,11,
공허,11,
부양책,11,
시어,11,
예체능,11,
바티칸,11,
브로치,11,
츄파춥스,11,
가늠,11,
너프,11,
의거,11,
애니원,11,
들기름,11,
미란,11,
면도,11,
사월,11,
재일,11,
빅머,11,
박광범,11,
야채부락리,11,
국문,11,
침공,11,
반입,11,
김용주,11,
스카이레이크,11,
집들이,11,
비숲,11,
정종,11,
메리크리스마스,11,
마인크래프트,11,
김민정,11,
테테,11,
꼼지락,11,
미취,11,
정대현,11,
검거,11,
내야수,11,
타이틀곡,11,
송곳니,11,
강정호,11,
후유,11,
소홀,11,
서밋,11,
박빙,11,
방이동,11,
위태롭다,11,
오염수,11,
생굴,11,
핵무기,11,
티엠씨,11,
카엘젬백스,11,
발칸,11,
성령,11,
쏘울,11,
윤종,11,
길목,11,
부랴부랴,11,
라파,11,
브루클린,11,
선경,11,
골자,11,
선율,11,
스포츠경향,11,
드네,11,
가속도,11,
강당,11,
질리,11,
탐폰,11,
셀링,11,
텅텅,11,
리알,11,
쿨러,11,
여백,11,
쯔위,11,
완전체,11,
쪼가리,11,
천지신명,11,
정성화,11,
수산업,11,
필승,11,
승희,11,
피카,11,
이사벨,11,
풀다,11,
살포시,11,
순응,11,
발랄,11,
해충,11,
나쁜사람,11,
미대,11,
기습,11,
남창,11,
포뇨,11,
보상금,11,
윌슨,11,
소시,11,
빚쟁이,11,
브러쉬,11,
바하,11,
태구,11,
흉부,11,
원동,11,
투리,11,
한탄,11,
흐윽,11,
객석,11,
셔터,11,
랜드로버,11,
고물,11,
은재,11,
휘파람,11,
아편,11,
부가세,11,
쉬이,11,
윤창,11,
성숙,11,
무면허,11,
건마,11,
처스,11,
듀랑,11,
머핀,11,
보틀,11,
도둑질,11,
윤미향,11,
진강,11,
박인철,11,
마중,11,
하제,11,
불꽃놀이,11,
한인수,11,
여성혐오,11,
무부,11,
산본,11,
공시지가,11,
톱픽,11,
유격수,11,
어젠,11,
진돗개,11,
데헷,11,
무신,11,
비수,11,
인팩,11,
에이치시티,11,
반점,11,
부랄,11,
벡스코,11,
확립,11,
핵융합,11,
노희준,11,
종아리,11,
풀림,11,
노바티스,11,
루보,11,
전갈자리,11,
차병원,11,
주안,11,
불광,11,
정일,11,
좔좔,11,
위태,11,
장본인,11,
단서,11,
화요,11,
플미,11,
기필코,11,
득찬,11,
골로,11,
뇌물수수,11,
아킬,11,
김도영,11,
논산시,11,
코믹,11,
이누야샤,11,
미적,11,
송가,11,
보가,11,
정윤회,11,
존헬,11,
세자,11,
괜차,11,
호위,11,
싼타페,11,
도데,11,
강동,11,
나노기술,11,
한겨레신문,11,
쿠타,11,
츤초,11,
대령,11,
침략,11,
말살,11,
자크,11,
염불,11,
영동읍,11,
쵝오,11,
박재홍,11,
악용,11,
안식,11,
쉬엄쉬엄,11,
잔당,11,
판별,11,
메시,11,
입장권,11,
현판,11,
붕대,11,
베고니아,11,
해마,11,
금명간,11,
동양인,11,
가식,11,
주택조합,11,
약혼,11,
오승택,11,
아수라,11,
맏형,11,
카멜레온,11,
구니,11,
이필,11,
나코,11,
합산,11,
쇄신,11,
브엑,11,
진국,11,
병기,11,
아이샤,11,
셧다,11,
추대,11,
공도,11,
직위,11,
몸살,11,
남일,11,
우짜,11,
교동,11,
배움,11,
까마귀,11,
정형,11,
카아,11,
졸작,11,
시나몬,11,
목격자,11,
실점,11,
반기문,11,
분식,11,
불이익,11,
성립,11,
접근성,11,
칠레,11,
정치가,11,
레이싱걸,11,
원흉,11,
칠흑,11,
애스터,11,
방지법,11,
나그네,11,
여행자,11,
직책,11,
워터파크,11,
크릭,11,
뜻밖,11,
화환,11,
오인,11,
개또,11,
방관,11,
티카,11,
신림동,11,
박윤,11,
디보,11,
겸직,11,
한선,11,
베어스,11,
안지,11,
송아지,11,
이홍,11,
근성,11,
정숙,11,
이산화탄소,11,
당주,11,
다모,11,
승강기,11,
세바,11,
위더스제약,11,
표방,11,
밀면,11,
습도,11,
데뷔전,11,
인하대병원,11,
부대찌개,11,
안성환,11,
장부,11,
널뛰기,11,
숭실대,11,
여제,11,
남북관계,11,
안뇽,11,
문화재,11,
빅사,11,
곰인형,11,
주환,11,
개오지,11,
곤란,11,
속마음,11,
아름,11,
물음,11,
신더,11,
요도,11,
복지국가,11,
상급,11,
넥레,11,
김지연,11,
민윤기,11,
최지성,11,
스테온,11,
튜바,11,
대남,11,
공소장,11,
주유권,11,
공제,11,
구승,11,
소방관,11,
공로,11,
예후,11,
녹내장,11,
스픽콘,11,
헤엄,11,
돼지껍데기,10,
개막식,10,
위젯,10,
라다,10,
특별법,10,
색채,10,
무능,10,
파키,10,
폭포,10,
자책,10,
마르멜로,10,
진생,10,
췌장,10,
신교,10,
신도리코,10,
신평,10,
내강,10,
연다,10,
갤러리아,10,
근간,10,
트랙터,10,
존버하,10,
막강,10,
예담,10,
서른,10,
룰더스카이,10,
안젤리나,10,
서장,10,
절도,10,
무동,10,
파탄,10,
리뉴,10,
손영,10,
허메스,10,
사씨,10,
파랑새,10,
트립,10,
게임방,10,
옹진군,10,
라쿤,10,
크러시,10,
옵카,10,
홍보팀,10,
익룡,10,
옹기종기,10,
연서,10,
송어,10,
토네이도,10,
근혜,10,
타국,10,
도요타,10,
중산층,10,
노프,10,
유세,10,
입대,10,
떡락,10,-3
터프가이,10,
앞길,10,
정몽헌,10,
이완구,10,
리밸런싱,10,
잉크젯,10,
스탠딩,10,
로기,10,
질저,10,
김병건,10,
납세,10,
에셈,10,
무용지물,10,
문외한,10,
범법,10,
잇코,10,
김재연,10,
회계기준,10,
라디오스타,10,
세민,10,
프로토콜,10,
정민우,10,
이정훈,10,
금정,10,
저격수,10,
이규형,10,
머슬,10,
피날레,10,
희망봉,10,
용산구,10,
능글,10,
연례,10,
유희,10,
사무엘,10,
출자전환,10,
원자력발전,10,
강퇴,10,
취했다,10,
박진희,10,
젊은이,10,
돌파구,10,
트페,10,
브라더,10,
람지,10,
소나,10,
체격,10,
오승환,10,
재외국민,10,
앙코르,10,
창조주,10,
삼림,10,
중목,10,
특별검사,10,
영양사,10,
윤복,10,
지산,10,
김동원,10,
연평,10,
서거,10,
마네,10,
비뉴,10,
심쿵,10,
휴톡스,10,
국부펀드,10,
행정부,10,
물체,10,
안위,10,
밧줄,10,
대승,10,
박남춘,10,
형국,10,
병주,10,
기라델리,10,
레이즈,10,
카빵,10,
김유,10,
최현석,10,
문특,10,
시프,10,
터트린,10,
홈트,10,
교과,10,
사익,10,
리허설,10,
미캉,10,
자판기,10,
우랑,10,
갸악,10,
로어,10,
에지,10,
신성우,10,
워렌버핏,10,
규현,10,
나린,10,
하얏트,10,
김법래,10,
이건명,10,
우형,10,
사무라이,10,
네사,10,
개신교,10,
박원석,10,
드레드,10,
불맛,10,
박의,10,
컵홀더,10,
박나래,10,
육식,10,
김부,10,
장보,10,
유헬,10,
도읍,10,
설교,10,
타운하우스,10,
시각장애,10,
콬코,10,
이산,10,
획책,10,
고산,10,
미레이,10,
독해,10,
네이티,10,
뽀또,10,
페르,10,
햇님,10,
체온계,10,
강동원,10,
정사,10,
시뮬레이터,10,
왈왈,10,
전우,10,
히후,10,
행세,10,
김공,10,
가정식,10,
조속,10,
펜실베이니아,10,
