,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,Á¾°¡
0,A101160,¿ùµ¦½º,20210812,24350
1,A101160,¿ùµ¦½º,20210811,25100
2,A101160,¿ùµ¦½º,20210810,26750
3,A101160,¿ùµ¦½º,20210809,27000
4,A101160,¿ùµ¦½º,20210806,27150
5,A101160,¿ùµ¦½º,20210805,27500
6,A101160,¿ùµ¦½º,20210804,27600
7,A101160,¿ùµ¦½º,20210803,27750
8,A101160,¿ùµ¦½º,20210802,26900
9,A101160,¿ùµ¦½º,20210730,26400
10,A101160,¿ùµ¦½º,20210729,26750
11,A101160,¿ùµ¦½º,20210728,26750
12,A101160,¿ùµ¦½º,20210727,27300
13,A101160,¿ùµ¦½º,20210726,26950
14,A101160,¿ùµ¦½º,20210723,27900
15,A101160,¿ùµ¦½º,20210722,27850
16,A101160,¿ùµ¦½º,20210721,26300
17,A101160,¿ùµ¦½º,20210720,27000
18,A101160,¿ùµ¦½º,20210719,26800
19,A101160,¿ùµ¦½º,20210716,26700
20,A101160,¿ùµ¦½º,20210715,27350
21,A101160,¿ùµ¦½º,20210714,25700
22,A101160,¿ùµ¦½º,20210713,25700
23,A101160,¿ùµ¦½º,20210712,25100
24,A101160,¿ùµ¦½º,20210709,24600
25,A101160,¿ùµ¦½º,20210708,25200
26,A101160,¿ùµ¦½º,20210707,25200
27,A101160,¿ùµ¦½º,20210706,24500
28,A101160,¿ùµ¦½º,20210705,24350
29,A101160,¿ùµ¦½º,20210702,24000
30,A101160,¿ùµ¦½º,20210701,24550
31,A101160,¿ùµ¦½º,20210630,24800
32,A101160,¿ùµ¦½º,20210629,24850
33,A101160,¿ùµ¦½º,20210628,24450
34,A101160,¿ùµ¦½º,20210625,24400
35,A101160,¿ùµ¦½º,20210624,24250
36,A101160,¿ùµ¦½º,20210623,24200
37,A101160,¿ùµ¦½º,20210622,24300
38,A101160,¿ùµ¦½º,20210621,24450
39,A101160,¿ùµ¦½º,20210618,25700
40,A101160,¿ùµ¦½º,20210617,25600
41,A101160,¿ùµ¦½º,20210616,24700
42,A101160,¿ùµ¦½º,20210615,24200
43,A101160,¿ùµ¦½º,20210614,24150
44,A101160,¿ùµ¦½º,20210611,24550
45,A101160,¿ùµ¦½º,20210610,24500
46,A101160,¿ùµ¦½º,20210609,24050
47,A101160,¿ùµ¦½º,20210608,24650
48,A101160,¿ùµ¦½º,20210607,25450
49,A101160,¿ùµ¦½º,20210604,26000
50,A101160,¿ùµ¦½º,20210603,26100
51,A101160,¿ùµ¦½º,20210602,24300
52,A101160,¿ùµ¦½º,20210601,24450
53,A101160,¿ùµ¦½º,20210531,23700
54,A101160,¿ùµ¦½º,20210528,24300
55,A101160,¿ùµ¦½º,20210527,24600
56,A101160,¿ùµ¦½º,20210526,24300
57,A101160,¿ùµ¦½º,20210525,24800
58,A101160,¿ùµ¦½º,20210524,25100
59,A101160,¿ùµ¦½º,20210521,26350
60,A101160,¿ùµ¦½º,20210520,26900
61,A101160,¿ùµ¦½º,20210518,27350
62,A101160,¿ùµ¦½º,20210517,26400
63,A101160,¿ùµ¦½º,20210514,26400
64,A101160,¿ùµ¦½º,20210513,24300
65,A101160,¿ùµ¦½º,20210512,25300
66,A101160,¿ùµ¦½º,20210511,25400
67,A101160,¿ùµ¦½º,20210510,26850
68,A101160,¿ùµ¦½º,20210507,26700
69,A101160,¿ùµ¦½º,20210506,27150
70,A101160,¿ùµ¦½º,20210504,27300
71,A101160,¿ùµ¦½º,20210503,27900
72,A101160,¿ùµ¦½º,20210430,28200
73,A101160,¿ùµ¦½º,20210429,28000
74,A101160,¿ùµ¦½º,20210428,29050
75,A101160,¿ùµ¦½º,20210427,31050
76,A101160,¿ùµ¦½º,20210426,30950
77,A101160,¿ùµ¦½º,20210423,29400
78,A101160,¿ùµ¦½º,20210422,29200
79,A101160,¿ùµ¦½º,20210421,29150
80,A101160,¿ùµ¦½º,20210420,29200
81,A101160,¿ùµ¦½º,20210419,28300
82,A101160,¿ùµ¦½º,20210416,26850
83,A101160,¿ùµ¦½º,20210415,26900
84,A101160,¿ùµ¦½º,20210414,26500
85,A101160,¿ùµ¦½º,20210413,27100
86,A101160,¿ùµ¦½º,20210412,29050
87,A101160,¿ùµ¦½º,20210409,27900
88,A101160,¿ùµ¦½º,20210408,27950
89,A101160,¿ùµ¦½º,20210407,28100
90,A101160,¿ùµ¦½º,20210406,28200
91,A101160,¿ùµ¦½º,20210405,27800
92,A101160,¿ùµ¦½º,20210402,26350
93,A101160,¿ùµ¦½º,20210401,25550
94,A101160,¿ùµ¦½º,20210331,24850
95,A101160,¿ùµ¦½º,20210330,24150
96,A101160,¿ùµ¦½º,20210329,24150
97,A101160,¿ùµ¦½º,20210326,24150
98,A101160,¿ùµ¦½º,20210325,24900
99,A101160,¿ùµ¦½º,20210324,25100
100,A101160,¿ùµ¦½º,20210323,24100
101,A101160,¿ùµ¦½º,20210322,23800
102,A101160,¿ùµ¦½º,20210319,23300
103,A101160,¿ùµ¦½º,20210318,22750
104,A101160,¿ùµ¦½º,20210317,21850
105,A101160,¿ùµ¦½º,20210316,22000
106,A101160,¿ùµ¦½º,20210315,21900
107,A101160,¿ùµ¦½º,20210312,22450
108,A101160,¿ùµ¦½º,20210311,21800
109,A101160,¿ùµ¦½º,20210310,21800
110,A101160,¿ùµ¦½º,20210309,21800
111,A101160,¿ùµ¦½º,20210308,22300
112,A101160,¿ùµ¦½º,20210305,22850
113,A101160,¿ùµ¦½º,20210304,21900
114,A101160,¿ùµ¦½º,20210303,22150
115,A101160,¿ùµ¦½º,20210302,22000
116,A101160,¿ùµ¦½º,20210226,21400
117,A101160,¿ùµ¦½º,20210225,22000
118,A101160,¿ùµ¦½º,20210224,19200
119,A101160,¿ùµ¦½º,20210223,20250
120,A101160,¿ùµ¦½º,20210222,19650
121,A101160,¿ùµ¦½º,20210219,19550
122,A101160,¿ùµ¦½º,20210218,18750
123,A101160,¿ùµ¦½º,20210217,19450
124,A101160,¿ùµ¦½º,20210216,19100
125,A101160,¿ùµ¦½º,20210215,19050
126,A101160,¿ùµ¦½º,20210210,18500
127,A101160,¿ùµ¦½º,20210209,17950
128,A101160,¿ùµ¦½º,20210208,17800
129,A101160,¿ùµ¦½º,20210205,18050
130,A101160,¿ùµ¦½º,20210204,17800
131,A101160,¿ùµ¦½º,20210203,18300
132,A101160,¿ùµ¦½º,20210202,18350
133,A101160,¿ùµ¦½º,20210201,18350
134,A101160,¿ùµ¦½º,20210129,17400
135,A101160,¿ùµ¦½º,20210128,17900
136,A101160,¿ùµ¦½º,20210127,18800
137,A101160,¿ùµ¦½º,20210126,19200
138,A101160,¿ùµ¦½º,20210125,18750
139,A101160,¿ùµ¦½º,20210122,18250
140,A101160,¿ùµ¦½º,20210121,18550
141,A101160,¿ùµ¦½º,20210120,18350
142,A101160,¿ùµ¦½º,20210119,17250
143,A101160,¿ùµ¦½º,20210118,17150
144,A101160,¿ùµ¦½º,20210115,17550
145,A101160,¿ùµ¦½º,20210114,17500
146,A101160,¿ùµ¦½º,20210113,17400
147,A101160,¿ùµ¦½º,20210112,17350
148,A101160,¿ùµ¦½º,20210111,17400
149,A101160,¿ùµ¦½º,20210108,17500
150,A101160,¿ùµ¦½º,20210107,17500
151,A101160,¿ùµ¦½º,20210106,17500
152,A101160,¿ùµ¦½º,20210105,18100
153,A101160,¿ùµ¦½º,20210104,18100
154,A101160,¿ùµ¦½º,20201230,17600
155,A101160,¿ùµ¦½º,20201229,17250
156,A101160,¿ùµ¦½º,20201228,16800
157,A101160,¿ùµ¦½º,20201224,16550
158,A101160,¿ùµ¦½º,20201223,16050
159,A101160,¿ùµ¦½º,20201222,16150
160,A101160,¿ùµ¦½º,20201221,16750
161,A101160,¿ùµ¦½º,20201218,17250
162,A101160,¿ùµ¦½º,20201217,17450
163,A101160,¿ùµ¦½º,20201216,17350
164,A101160,¿ùµ¦½º,20201215,16200
165,A101160,¿ùµ¦½º,20201214,16150
166,A101160,¿ùµ¦½º,20201211,16050
167,A101160,¿ùµ¦½º,20201210,15700
168,A101160,¿ùµ¦½º,20201209,15750
169,A101160,¿ùµ¦½º,20201208,15750
170,A101160,¿ùµ¦½º,20201207,15650
171,A101160,¿ùµ¦½º,20201204,15550
172,A101160,¿ùµ¦½º,20201203,15750
173,A101160,¿ùµ¦½º,20201202,15950
174,A101160,¿ùµ¦½º,20201201,15450
175,A101160,¿ùµ¦½º,20201130,15700
176,A101160,¿ùµ¦½º,20201127,15800
177,A101160,¿ùµ¦½º,20201126,15850
178,A101160,¿ùµ¦½º,20201125,15800
179,A101160,¿ùµ¦½º,20201124,16150
180,A101160,¿ùµ¦½º,20201123,16150
181,A101160,¿ùµ¦½º,20201120,16250
182,A101160,¿ùµ¦½º,20201119,16650
183,A101160,¿ùµ¦½º,20201118,16200
184,A101160,¿ùµ¦½º,20201117,16200
185,A101160,¿ùµ¦½º,20201116,16200
186,A101160,¿ùµ¦½º,20201113,15100
187,A101160,¿ùµ¦½º,20201112,15100
188,A101160,¿ùµ¦½º,20201111,14750
189,A101160,¿ùµ¦½º,20201110,14900
190,A101160,¿ùµ¦½º,20201109,15100
191,A101160,¿ùµ¦½º,20201106,15000
192,A101160,¿ùµ¦½º,20201105,15150
193,A101160,¿ùµ¦½º,20201104,14850
194,A101160,¿ùµ¦½º,20201103,14600
195,A101160,¿ùµ¦½º,20201102,14400
