,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,а╬╟║
0,A011330,ю╞╢одм,20210812,1640
1,A011330,ю╞╢одм,20210811,1635
2,A011330,ю╞╢одм,20210810,1645
3,A011330,ю╞╢одм,20210809,1670
4,A011330,ю╞╢одм,20210806,1685
5,A011330,ю╞╢одм,20210805,1670
6,A011330,ю╞╢одм,20210804,1675
7,A011330,ю╞╢одм,20210803,1635
8,A011330,ю╞╢одм,20210802,1640
9,A011330,ю╞╢одм,20210730,1645
10,A011330,ю╞╢одм,20210729,1655
11,A011330,ю╞╢одм,20210728,1670
12,A011330,ю╞╢одм,20210727,1670
13,A011330,ю╞╢одм,20210726,1645
14,A011330,ю╞╢одм,20210723,1665
15,A011330,ю╞╢одм,20210722,1665
16,A011330,ю╞╢одм,20210721,1675
17,A011330,ю╞╢одм,20210720,1665
18,A011330,ю╞╢одм,20210719,1680
19,A011330,ю╞╢одм,20210716,1690
20,A011330,ю╞╢одм,20210715,1710
21,A011330,ю╞╢одм,20210714,1650
22,A011330,ю╞╢одм,20210713,1665
23,A011330,ю╞╢одм,20210712,1645
24,A011330,ю╞╢одм,20210709,1630
25,A011330,ю╞╢одм,20210708,1670
26,A011330,ю╞╢одм,20210707,1705
27,A011330,ю╞╢одм,20210706,1715
28,A011330,ю╞╢одм,20210705,1715
29,A011330,ю╞╢одм,20210702,1690
30,A011330,ю╞╢одм,20210701,1700
31,A011330,ю╞╢одм,20210630,1715
32,A011330,ю╞╢одм,20210629,1730
33,A011330,ю╞╢одм,20210628,1730
34,A011330,ю╞╢одм,20210625,1710
35,A011330,ю╞╢одм,20210624,1750
36,A011330,ю╞╢одм,20210623,1740
37,A011330,ю╞╢одм,20210622,1775
38,A011330,ю╞╢одм,20210621,1775
39,A011330,ю╞╢одм,20210618,1855
40,A011330,ю╞╢одм,20210617,1850
41,A011330,ю╞╢одм,20210616,1850
42,A011330,ю╞╢одм,20210615,1770
43,A011330,ю╞╢одм,20210614,1760
44,A011330,ю╞╢одм,20210611,1720
45,A011330,ю╞╢одм,20210610,1705
46,A011330,ю╞╢одм,20210609,1710
47,A011330,ю╞╢одм,20210608,1715
48,A011330,ю╞╢одм,20210607,1690
49,A011330,ю╞╢одм,20210604,1715
50,A011330,ю╞╢одм,20210603,1720
51,A011330,ю╞╢одм,20210602,1695
52,A011330,ю╞╢одм,20210601,1665
53,A011330,ю╞╢одм,20210531,1660
54,A011330,ю╞╢одм,20210528,1655
55,A011330,ю╞╢одм,20210527,1645
56,A011330,ю╞╢одм,20210526,1635
57,A011330,ю╞╢одм,20210525,1625
58,A011330,ю╞╢одм,20210524,1615
59,A011330,ю╞╢одм,20210521,1600
60,A011330,ю╞╢одм,20210520,1615
61,A011330,ю╞╢одм,20210518,1630
62,A011330,ю╞╢одм,20210517,1640
63,A011330,ю╞╢одм,20210514,1665
64,A011330,ю╞╢одм,20210513,1645
65,A011330,ю╞╢одм,20210512,1705
66,A011330,ю╞╢одм,20210511,1750
67,A011330,ю╞╢одм,20210510,1785
68,A011330,ю╞╢одм,20210507,1765
69,A011330,ю╞╢одм,20210506,1775
70,A011330,ю╞╢одм,20210504,1740
71,A011330,ю╞╢одм,20210503,1700
72,A011330,ю╞╢одм,20210430,1690
73,A011330,ю╞╢одм,20210429,1700
74,A011330,ю╞╢одм,20210428,1725
75,A011330,ю╞╢одм,20210427,1745
76,A011330,ю╞╢одм,20210426,1745
77,A011330,ю╞╢одм,20210423,1700
78,A011330,ю╞╢одм,20210422,1695
79,A011330,ю╞╢одм,20210421,1695
80,A011330,ю╞╢одм,20210420,1720
81,A011330,ю╞╢одм,20210419,1695
82,A011330,ю╞╢одм,20210416,1700
83,A011330,ю╞╢одм,20210415,1735
84,A011330,ю╞╢одм,20210414,1650
85,A011330,ю╞╢одм,20210413,1645
86,A011330,ю╞╢одм,20210412,1645
87,A011330,ю╞╢одм,20210409,1585
88,A011330,ю╞╢одм,20210408,1610
89,A011330,ю╞╢одм,20210407,1610
90,A011330,ю╞╢одм,20210406,1590
91,A011330,ю╞╢одм,20210405,1605
92,A011330,ю╞╢одм,20210402,1580
