,辆格内靛,辆格疙,朝楼,辆啊
0,A078935,GS快,20210812,36300
1,A078935,GS快,20210811,36200
2,A078935,GS快,20210810,36300
3,A078935,GS快,20210809,36300
4,A078935,GS快,20210806,36400
5,A078935,GS快,20210805,36400
6,A078935,GS快,20210804,36400
7,A078935,GS快,20210803,36250
8,A078935,GS快,20210802,36350
9,A078935,GS快,20210730,36500
10,A078935,GS快,20210729,36650
11,A078935,GS快,20210728,36550
12,A078935,GS快,20210727,36650
13,A078935,GS快,20210726,36500
14,A078935,GS快,20210723,36850
15,A078935,GS快,20210722,36750
16,A078935,GS快,20210721,36600
17,A078935,GS快,20210720,36750
18,A078935,GS快,20210719,37000
19,A078935,GS快,20210716,37200
20,A078935,GS快,20210715,37350
21,A078935,GS快,20210714,37350
22,A078935,GS快,20210713,37500
23,A078935,GS快,20210712,37300
24,A078935,GS快,20210709,36700
25,A078935,GS快,20210708,37450
26,A078935,GS快,20210707,37900
27,A078935,GS快,20210706,38150
28,A078935,GS快,20210705,38100
29,A078935,GS快,20210702,38100
30,A078935,GS快,20210701,38100
31,A078935,GS快,20210630,38050
32,A078935,GS快,20210629,38050
33,A078935,GS快,20210628,38400
34,A078935,GS快,20210625,38400
35,A078935,GS快,20210624,37950
36,A078935,GS快,20210623,37900
37,A078935,GS快,20210622,38100
38,A078935,GS快,20210621,38000
39,A078935,GS快,20210618,38650
40,A078935,GS快,20210617,38850
41,A078935,GS快,20210616,38850
42,A078935,GS快,20210615,38650
43,A078935,GS快,20210614,38650
44,A078935,GS快,20210611,38700
45,A078935,GS快,20210610,38800
46,A078935,GS快,20210609,38850
47,A078935,GS快,20210608,38750
48,A078935,GS快,20210607,38900
49,A078935,GS快,20210604,38900
50,A078935,GS快,20210603,39150
51,A078935,GS快,20210602,39100
52,A078935,GS快,20210601,39050
53,A078935,GS快,20210531,38350
54,A078935,GS快,20210528,38100
55,A078935,GS快,20210527,37850
56,A078935,GS快,20210526,38050
57,A078935,GS快,20210525,38050
58,A078935,GS快,20210524,37950
59,A078935,GS快,20210521,37500
60,A078935,GS快,20210520,38100
61,A078935,GS快,20210518,39200
62,A078935,GS快,20210517,38550
63,A078935,GS快,20210514,39000
64,A078935,GS快,20210513,38900
65,A078935,GS快,20210512,39150
66,A078935,GS快,20210511,40500
67,A078935,GS快,20210510,39150
68,A078935,GS快,20210507,37150
69,A078935,GS快,20210506,37000
70,A078935,GS快,20210504,35500
71,A078935,GS快,20210503,35800
72,A078935,GS快,20210430,35900
73,A078935,GS快,20210429,35950
74,A078935,GS快,20210428,36100
75,A078935,GS快,20210427,36000
76,A078935,GS快,20210426,35900
77,A078935,GS快,20210423,35150
78,A078935,GS快,20210422,35050
79,A078935,GS快,20210421,34950
80,A078935,GS快,20210420,34900
81,A078935,GS快,20210419,34900
82,A078935,GS快,20210416,34950
83,A078935,GS快,20210415,34600
84,A078935,GS快,20210414,34500
85,A078935,GS快,20210413,33600
86,A078935,GS快,20210412,33250
87,A078935,GS快,20210409,33000
88,A078935,GS快,20210408,33000
89,A078935,GS快,20210407,32800
90,A078935,GS快,20210406,32750
91,A078935,GS快,20210405,32700
92,A078935,GS快,20210402,32750
93,A078935,GS快,20210401,32600
94,A078935,GS快,20210331,32300
95,A078935,GS快,20210330,32100
96,A078935,GS快,20210329,32050
97,A078935,GS快,20210326,31950
98,A078935,GS快,20210325,31900
99,A078935,GS快,20210324,31950
100,A078935,GS快,20210323,32000
101,A078935,GS快,20210322,32000
102,A078935,GS快,20210319,31950
103,A078935,GS快,20210318,31950
104,A078935,GS快,20210317,32000
105,A078935,GS快,20210316,32000
106,A078935,GS快,20210315,31900
107,A078935,GS快,20210312,31700
108,A078935,GS快,20210311,31450
109,A078935,GS快,20210310,31100
110,A078935,GS快,20210309,31250
111,A078935,GS快,20210308,31650
112,A078935,GS快,20210305,31150
113,A078935,GS快,20210304,31200
114,A078935,GS快,20210303,31300
115,A078935,GS快,20210302,31050
116,A078935,GS快,20210226,31400
117,A078935,GS快,20210225,31500
118,A078935,GS快,20210224,31200
119,A078935,GS快,20210223,31950
120,A078935,GS快,20210222,31700
121,A078935,GS快,20210219,31250
122,A078935,GS快,20210218,31150
123,A078935,GS快,20210217,31450
124,A078935,GS快,20210216,31200
125,A078935,GS快,20210215,31100
126,A078935,GS快,20210210,30550
127,A078935,GS快,20210209,30450
128,A078935,GS快,20210208,30300
129,A078935,GS快,20210205,30000
130,A078935,GS快,20210204,30100
131,A078935,GS快,20210203,30100
132,A078935,GS快,20210202,29950
133,A078935,GS快,20210201,29600
134,A078935,GS快,20210129,29150
135,A078935,GS快,20210128,29750
136,A078935,GS快,20210127,30050
137,A078935,GS快,20210126,30400
138,A078935,GS快,20210125,30600
139,A078935,GS快,20210122,30600
140,A078935,GS快,20210121,30700
141,A078935,GS快,20210120,30450
142,A078935,GS快,20210119,30300
143,A078935,GS快,20210118,30200
144,A078935,GS快,20210115,30550
145,A078935,GS快,20210114,31000
146,A078935,GS快,20210113,30550
147,A078935,GS快,20210112,30400
148,A078935,GS快,20210111,30350
