,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,มพฐก
0,A275280,KODEX MSCIธ๐ธเลา,20210812,13975
1,A275280,KODEX MSCIธ๐ธเลา,20210811,13975
2,A275280,KODEX MSCIธ๐ธเลา,20210810,14055
3,A275280,KODEX MSCIธ๐ธเลา,20210809,14195
4,A275280,KODEX MSCIธ๐ธเลา,20210806,14180
5,A275280,KODEX MSCIธ๐ธเลา,20210805,14285
6,A275280,KODEX MSCIธ๐ธเลา,20210804,14230
7,A275280,KODEX MSCIธ๐ธเลา,20210803,14025
8,A275280,KODEX MSCIธ๐ธเลา,20210802,14040
9,A275280,KODEX MSCIธ๐ธเลา,20210730,14140
10,A275280,KODEX MSCIธ๐ธเลา,20210729,14140
11,A275280,KODEX MSCIธ๐ธเลา,20210728,14060
12,A275280,KODEX MSCIธ๐ธเลา,20210727,14190
13,A275280,KODEX MSCIธ๐ธเลา,20210726,14115
14,A275280,KODEX MSCIธ๐ธเลา,20210723,14190
15,A275280,KODEX MSCIธ๐ธเลา,20210722,14130
16,A275280,KODEX MSCIธ๐ธเลา,20210721,13965
17,A275280,KODEX MSCIธ๐ธเลา,20210720,14050
18,A275280,KODEX MSCIธ๐ธเลา,20210719,14170
19,A275280,KODEX MSCIธ๐ธเลา,20210716,14310
20,A275280,KODEX MSCIธ๐ธเลา,20210715,14360
21,A275280,KODEX MSCIธ๐ธเลา,20210714,14295
22,A275280,KODEX MSCIธ๐ธเลา,20210713,14295
23,A275280,KODEX MSCIธ๐ธเลา,20210712,14200
24,A275280,KODEX MSCIธ๐ธเลา,20210709,14075
25,A275280,KODEX MSCIธ๐ธเลา,20210708,14265
26,A275280,KODEX MSCIธ๐ธเลา,20210707,14365
27,A275280,KODEX MSCIธ๐ธเลา,20210706,14390
28,A275280,KODEX MSCIธ๐ธเลา,20210705,14380
29,A275280,KODEX MSCIธ๐ธเลา,20210702,14340
30,A275280,KODEX MSCIธ๐ธเลา,20210701,14320
31,A275280,KODEX MSCIธ๐ธเลา,20210630,14440
32,A275280,KODEX MSCIธ๐ธเลา,20210629,14305
33,A275280,KODEX MSCIธ๐ธเลา,20210628,14305
34,A275280,KODEX MSCIธ๐ธเลา,20210625,14315
35,A275280,KODEX MSCIธ๐ธเลา,20210624,14240
36,A275280,KODEX MSCIธ๐ธเลา,20210623,14225
37,A275280,KODEX MSCIธ๐ธเลา,20210622,14145
38,A275280,KODEX MSCIธ๐ธเลา,20210621,14050
39,A275280,KODEX MSCIธ๐ธเลา,20210618,14155
40,A275280,KODEX MSCIธ๐ธเลา,20210617,14080
41,A275280,KODEX MSCIธ๐ธเลา,20210616,14080
42,A275280,KODEX MSCIธ๐ธเลา,20210615,13970
43,A275280,KODEX MSCIธ๐ธเลา,20210614,13990
44,A275280,KODEX MSCIธ๐ธเลา,20210611,13905
45,A275280,KODEX MSCIธ๐ธเลา,20210610,13770
46,A275280,KODEX MSCIธ๐ธเลา,20210609,13755
47,A275280,KODEX MSCIธ๐ธเลา,20210608,13830
48,A275280,KODEX MSCIธ๐ธเลา,20210607,13815
49,A275280,KODEX MSCIธ๐ธเลา,20210604,13865
50,A275280,KODEX MSCIธ๐ธเลา,20210603,13890
51,A275280,KODEX MSCIธ๐ธเลา,20210602,13765
52,A275280,KODEX MSCIธ๐ธเลา,20210601,13760
53,A275280,KODEX MSCIธ๐ธเลา,20210531,13715
54,A275280,KODEX MSCIธ๐ธเลา,20210528,13700
55,A275280,KODEX MSCIธ๐ธเลา,20210527,13660
56,A275280,KODEX MSCIธ๐ธเลา,20210526,13690
57,A275280,KODEX MSCIธ๐ธเลา,20210525,13680
58,A275280,KODEX MSCIธ๐ธเลา,20210524,13555
59,A275280,KODEX MSCIธ๐ธเลา,20210521,13690
60,A275280,KODEX MSCIธ๐ธเลา,20210520,13565
61,A275280,KODEX MSCIธ๐ธเลา,20210518,13585
62,A275280,KODEX MSCIธ๐ธเลา,20210517,13400
63,A275280,KODEX MSCIธ๐ธเลา,20210514,13450
64,A275280,KODEX MSCIธ๐ธเลา,20210513,13270
65,A275280,KODEX MSCIธ๐ธเลา,20210512,13500
66,A275280,KODEX MSCIธ๐ธเลา,20210511,13740
67,A275280,KODEX MSCIธ๐ธเลา,20210510,14040
68,A275280,KODEX MSCIธ๐ธเลา,20210507,13815
69,A275280,KODEX MSCIธ๐ธเลา,20210506,13615
70,A275280,KODEX MSCIธ๐ธเลา,20210504,13675
71,A275280,KODEX MSCIธ๐ธเลา,20210503,13620
72,A275280,KODEX MSCIธ๐ธเลา,20210430,13735
73,A275280,KODEX MSCIธ๐ธเลา,20210429,13945
74,A275280,KODEX MSCIธ๐ธเลา,20210428,13975
75,A275280,KODEX MSCIธ๐ธเลา,20210427,14226
76,A275280,KODEX MSCIธ๐ธเลา,20210426,14221
77,A275280,KODEX MSCIธ๐ธเลา,20210423,14142
78,A275280,KODEX MSCIธ๐ธเลา,20210422,14142
79,A275280,KODEX MSCIธ๐ธเลา,20210421,14295
80,A275280,KODEX MSCIธ๐ธเลา,20210420,14429
81,A275280,KODEX MSCIธ๐ธเลา,20210419,14365
82,A275280,KODEX MSCIธ๐ธเลา,20210416,14350
83,A275280,KODEX MSCIธ๐ธเลา,20210415,14325
84,A275280,KODEX MSCIธ๐ธเลา,20210414,14246
85,A275280,KODEX MSCIธ๐ธเลา,20210413,14147
86,A275280,KODEX MSCIธ๐ธเลา,20210412,13975
87,A275280,KODEX MSCIธ๐ธเลา,20210409,13975
88,A275280,KODEX MSCIธ๐ธเลา,20210408,13989
89,A275280,KODEX MSCIธ๐ธเลา,20210407,13900
90,A275280,KODEX MSCIธ๐ธเลา,20210406,13920
91,A275280,KODEX MSCIธ๐ธเลา,20210405,13856
