,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,¡æ∞°
0,A145020,»ﬁ¡©,20210812,226700
1,A145020,»ﬁ¡©,20210811,228000
2,A145020,»ﬁ¡©,20210810,234000
3,A145020,»ﬁ¡©,20210809,233900
4,A145020,»ﬁ¡©,20210806,234600
5,A145020,»ﬁ¡©,20210805,232500
6,A145020,»ﬁ¡©,20210804,240000
7,A145020,»ﬁ¡©,20210803,236400
8,A145020,»ﬁ¡©,20210802,242900
9,A145020,»ﬁ¡©,20210730,238800
10,A145020,»ﬁ¡©,20210729,244600
11,A145020,»ﬁ¡©,20210728,243600
12,A145020,»ﬁ¡©,20210727,242700
13,A145020,»ﬁ¡©,20210726,240200
14,A145020,»ﬁ¡©,20210723,250000
15,A145020,»ﬁ¡©,20210722,248900
16,A145020,»ﬁ¡©,20210721,239000
17,A145020,»ﬁ¡©,20210720,256600
18,A145020,»ﬁ¡©,20210719,259800
19,A145020,»ﬁ¡©,20210716,267000
20,A145020,»ﬁ¡©,20210715,260800
21,A145020,»ﬁ¡©,20210714,240900
22,A145020,»ﬁ¡©,20210713,229000
23,A145020,»ﬁ¡©,20210712,228000
24,A145020,»ﬁ¡©,20210709,231500
25,A145020,»ﬁ¡©,20210708,233700
26,A145020,»ﬁ¡©,20210707,239000
27,A145020,»ﬁ¡©,20210706,242100
28,A145020,»ﬁ¡©,20210705,246200
29,A145020,»ﬁ¡©,20210702,241400
30,A145020,»ﬁ¡©,20210701,240700
31,A145020,»ﬁ¡©,20210630,239600
32,A145020,»ﬁ¡©,20210629,237400
33,A145020,»ﬁ¡©,20210628,236600
34,A145020,»ﬁ¡©,20210625,236500
35,A145020,»ﬁ¡©,20210624,238500
36,A145020,»ﬁ¡©,20210623,230100
37,A145020,»ﬁ¡©,20210622,231300
38,A145020,»ﬁ¡©,20210621,236100
39,A145020,»ﬁ¡©,20210618,247900
40,A145020,»ﬁ¡©,20210617,237600
41,A145020,»ﬁ¡©,20210616,242500
42,A145020,»ﬁ¡©,20210615,248000
43,A145020,»ﬁ¡©,20210614,235500
44,A145020,»ﬁ¡©,20210611,230500
45,A145020,»ﬁ¡©,20210610,242500
46,A145020,»ﬁ¡©,20210609,243000
47,A145020,»ﬁ¡©,20210608,220300
48,A145020,»ﬁ¡©,20210607,219900
49,A145020,»ﬁ¡©,20210604,218900
50,A145020,»ﬁ¡©,20210603,206000
51,A145020,»ﬁ¡©,20210602,201000
52,A145020,»ﬁ¡©,20210601,201600
53,A145020,»ﬁ¡©,20210531,200900
54,A145020,»ﬁ¡©,20210528,200800
55,A145020,»ﬁ¡©,20210527,200600
56,A145020,»ﬁ¡©,20210526,197300
57,A145020,»ﬁ¡©,20210525,193500
58,A145020,»ﬁ¡©,20210524,189300
59,A145020,»ﬁ¡©,20210521,195800
60,A145020,»ﬁ¡©,20210520,196000
61,A145020,»ﬁ¡©,20210518,194400
62,A145020,»ﬁ¡©,20210517,201100
63,A145020,»ﬁ¡©,20210514,203000
64,A145020,»ﬁ¡©,20210513,203200
65,A145020,»ﬁ¡©,20210512,209400
66,A145020,»ﬁ¡©,20210511,197600
67,A145020,»ﬁ¡©,20210510,190500
68,A145020,»ﬁ¡©,20210507,182400
69,A145020,»ﬁ¡©,20210506,180000
70,A145020,»ﬁ¡©,20210504,181900
71,A145020,»ﬁ¡©,20210503,181500
72,A145020,»ﬁ¡©,20210430,184500
