,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,¡æ∞°
0,A002600,¡∂»Ô,20210812,193500
1,A002600,¡∂»Ô,20210811,194000
2,A002600,¡∂»Ô,20210810,195500
3,A002600,¡∂»Ô,20210809,196000
4,A002600,¡∂»Ô,20210806,195500
5,A002600,¡∂»Ô,20210805,197500
6,A002600,¡∂»Ô,20210804,197500
7,A002600,¡∂»Ô,20210803,196500
8,A002600,¡∂»Ô,20210802,198500
9,A002600,¡∂»Ô,20210730,192000
10,A002600,¡∂»Ô,20210729,192500
11,A002600,¡∂»Ô,20210728,193000
12,A002600,¡∂»Ô,20210727,194000
13,A002600,¡∂»Ô,20210726,194000
14,A002600,¡∂»Ô,20210723,193500
15,A002600,¡∂»Ô,20210722,196000
16,A002600,¡∂»Ô,20210721,197500
17,A002600,¡∂»Ô,20210720,197500
18,A002600,¡∂»Ô,20210719,197500
19,A002600,¡∂»Ô,20210716,197500
20,A002600,¡∂»Ô,20210715,200000
21,A002600,¡∂»Ô,20210714,195000
22,A002600,¡∂»Ô,20210713,192500
23,A002600,¡∂»Ô,20210712,193000
24,A002600,¡∂»Ô,20210709,194500
25,A002600,¡∂»Ô,20210708,198000
26,A002600,¡∂»Ô,20210707,200000
27,A002600,¡∂»Ô,20210706,200000
28,A002600,¡∂»Ô,20210705,197000
29,A002600,¡∂»Ô,20210702,197500
30,A002600,¡∂»Ô,20210701,197000
31,A002600,¡∂»Ô,20210630,200000
32,A002600,¡∂»Ô,20210629,199500
33,A002600,¡∂»Ô,20210628,200000
34,A002600,¡∂»Ô,20210625,198000
35,A002600,¡∂»Ô,20210624,197000
36,A002600,¡∂»Ô,20210623,197500
37,A002600,¡∂»Ô,20210622,198500
38,A002600,¡∂»Ô,20210621,197500
39,A002600,¡∂»Ô,20210618,200500
40,A002600,¡∂»Ô,20210617,201500
41,A002600,¡∂»Ô,20210616,202000
42,A002600,¡∂»Ô,20210615,200000
43,A002600,¡∂»Ô,20210614,199500
44,A002600,¡∂»Ô,20210611,201500
45,A002600,¡∂»Ô,20210610,202000
46,A002600,¡∂»Ô,20210609,200000
47,A002600,¡∂»Ô,20210608,198000
48,A002600,¡∂»Ô,20210607,199500
49,A002600,¡∂»Ô,20210604,200000
50,A002600,¡∂»Ô,20210603,200000
51,A002600,¡∂»Ô,20210602,203000
52,A002600,¡∂»Ô,20210601,199500
53,A002600,¡∂»Ô,20210531,196000
54,A002600,¡∂»Ô,20210528,198500
55,A002600,¡∂»Ô,20210527,199500
56,A002600,¡∂»Ô,20210526,199000
57,A002600,¡∂»Ô,20210525,199500
58,A002600,¡∂»Ô,20210524,193000
59,A002600,¡∂»Ô,20210521,192000
60,A002600,¡∂»Ô,20210520,190000
61,A002600,¡∂»Ô,20210518,199500
62,A002600,¡∂»Ô,20210517,195000
63,A002600,¡∂»Ô,20210514,190000
64,A002600,¡∂»Ô,20210513,187500
65,A002600,¡∂»Ô,20210512,186000
66,A002600,¡∂»Ô,20210511,192000
67,A002600,¡∂»Ô,20210510,195000
68,A002600,¡∂»Ô,20210507,193500
69,A002600,¡∂»Ô,20210506,192000
70,A002600,¡∂»Ô,20210504,190000
71,A002600,¡∂»Ô,20210503,187500
72,A002600,¡∂»Ô,20210430,187500
73,A002600,¡∂»Ô,20210429,186000
74,A002600,¡∂»Ô,20210428,184000
75,A002600,¡∂»Ô,20210427,186000
76,A002600,¡∂»Ô,20210426,185000
77,A002600,¡∂»Ô,20210423,185000
78,A002600,¡∂»Ô,20210422,181500
79,A002600,¡∂»Ô,20210421,182000
80,A002600,¡∂»Ô,20210420,185500
81,A002600,¡∂»Ô,20210419,185000
82,A002600,¡∂»Ô,20210416,186000
83,A002600,¡∂»Ô,20210415,187000
84,A002600,¡∂»Ô,20210414,186500
85,A002600,¡∂»Ô,20210413,186500
86,A002600,¡∂»Ô,20210412,182500
87,A002600,¡∂»Ô,20210409,187500
88,A002600,¡∂»Ô,20210408,189500
89,A002600,¡∂»Ô,20210407,190000
90,A002600,¡∂»Ô,20210406,191000
91,A002600,¡∂»Ô,20210405,185500
92,A002600,¡∂»Ô,20210402,180500
93,A002600,¡∂»Ô,20210401,179000
94,A002600,¡∂»Ô,20210331,178500
95,A002600,¡∂»Ô,20210330,178000
96,A002600,¡∂»Ô,20210329,177000
97,A002600,¡∂»Ô,20210326,177500
98,A002600,¡∂»Ô,20210325,179500
