,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,а╬╟║
0,A131100,╫╨д╚юлюл╬ь©╔,20210812,1360
1,A131100,╫╨д╚юлюл╬ь©╔,20210811,1350
2,A131100,╫╨д╚юлюл╬ь©╔,20210810,1365
3,A131100,╫╨д╚юлюл╬ь©╔,20210809,1425
4,A131100,╫╨д╚юлюл╬ь©╔,20210806,1505
5,A131100,╫╨д╚юлюл╬ь©╔,20210805,1525
6,A131100,╫╨д╚юлюл╬ь©╔,20210804,1520
7,A131100,╫╨д╚юлюл╬ь©╔,20210803,1540
8,A131100,╫╨д╚юлюл╬ь©╔,20210802,1755
9,A131100,╫╨д╚юлюл╬ь©╔,20210730,1620
10,A131100,╫╨д╚юлюл╬ь©╔,20210729,1625
11,A131100,╫╨д╚юлюл╬ь©╔,20210728,1595
12,A131100,╫╨д╚юлюл╬ь©╔,20210727,1645
13,A131100,╫╨д╚юлюл╬ь©╔,20210726,1630
14,A131100,╫╨д╚юлюл╬ь©╔,20210723,1600
15,A131100,╫╨д╚юлюл╬ь©╔,20210722,1485
16,A131100,╫╨д╚юлюл╬ь©╔,20210721,1455
17,A131100,╫╨д╚юлюл╬ь©╔,20210720,1485
18,A131100,╫╨д╚юлюл╬ь©╔,20210719,1510
19,A131100,╫╨д╚юлюл╬ь©╔,20210716,1515
20,A131100,╫╨д╚юлюл╬ь©╔,20210715,1525
21,A131100,╫╨д╚юлюл╬ь©╔,20210714,1500
22,A131100,╫╨д╚юлюл╬ь©╔,20210713,1480
23,A131100,╫╨д╚юлюл╬ь©╔,20210712,1505
24,A131100,╫╨д╚юлюл╬ь©╔,20210709,1505
25,A131100,╫╨д╚юлюл╬ь©╔,20210708,1470
26,A131100,╫╨д╚юлюл╬ь©╔,20210707,1490
27,A131100,╫╨д╚юлюл╬ь©╔,20210706,1525
28,A131100,╫╨д╚юлюл╬ь©╔,20210705,1625
29,A131100,╫╨д╚юлюл╬ь©╔,20210702,1530
30,A131100,╫╨д╚юлюл╬ь©╔,20210701,1505
31,A131100,╫╨д╚юлюл╬ь©╔,20210630,1450
32,A131100,╫╨д╚юлюл╬ь©╔,20210629,1455
33,A131100,╫╨д╚юлюл╬ь©╔,20210628,1450
34,A131100,╫╨д╚юлюл╬ь©╔,20210625,1320
35,A131100,╫╨д╚юлюл╬ь©╔,20210624,1320
36,A131100,╫╨д╚юлюл╬ь©╔,20210623,1330
37,A131100,╫╨д╚юлюл╬ь©╔,20210622,1400
38,A131100,╫╨д╚юлюл╬ь©╔,20210621,1430
39,A131100,╫╨д╚юлюл╬ь©╔,20210618,1470
40,A131100,╫╨д╚юлюл╬ь©╔,20210617,1470
41,A131100,╫╨д╚юлюл╬ь©╔,20210616,1440
42,A131100,╫╨д╚юлюл╬ь©╔,20210615,1445
43,A131100,╫╨д╚юлюл╬ь©╔,20210614,1490
44,A131100,╫╨д╚юлюл╬ь©╔,20210611,1525
45,A131100,╫╨д╚юлюл╬ь©╔,20210610,1500
