,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,มพฐก
0,A004540,ฑ๚ฒýวัณชถ๓,20210812,5640
1,A004540,ฑ๚ฒýวัณชถ๓,20210811,5700
2,A004540,ฑ๚ฒýวัณชถ๓,20210810,5700
3,A004540,ฑ๚ฒýวัณชถ๓,20210809,5770
4,A004540,ฑ๚ฒýวัณชถ๓,20210806,6110
5,A004540,ฑ๚ฒýวัณชถ๓,20210805,6230
6,A004540,ฑ๚ฒýวัณชถ๓,20210804,6190
7,A004540,ฑ๚ฒýวัณชถ๓,20210803,6200
8,A004540,ฑ๚ฒýวัณชถ๓,20210802,6350
9,A004540,ฑ๚ฒýวัณชถ๓,20210730,6520
10,A004540,ฑ๚ฒýวัณชถ๓,20210729,6590
11,A004540,ฑ๚ฒýวัณชถ๓,20210728,6340
12,A004540,ฑ๚ฒýวัณชถ๓,20210727,6340
13,A004540,ฑ๚ฒýวัณชถ๓,20210726,6270
14,A004540,ฑ๚ฒýวัณชถ๓,20210723,6190
15,A004540,ฑ๚ฒýวัณชถ๓,20210722,6250
16,A004540,ฑ๚ฒýวัณชถ๓,20210721,6190
17,A004540,ฑ๚ฒýวัณชถ๓,20210720,6300
18,A004540,ฑ๚ฒýวัณชถ๓,20210719,6500
19,A004540,ฑ๚ฒýวัณชถ๓,20210716,6260
20,A004540,ฑ๚ฒýวัณชถ๓,20210715,6390
21,A004540,ฑ๚ฒýวัณชถ๓,20210714,6430
22,A004540,ฑ๚ฒýวัณชถ๓,20210713,6560
23,A004540,ฑ๚ฒýวัณชถ๓,20210712,6540
24,A004540,ฑ๚ฒýวัณชถ๓,20210709,6550
25,A004540,ฑ๚ฒýวัณชถ๓,20210708,6630
26,A004540,ฑ๚ฒýวัณชถ๓,20210707,6770
27,A004540,ฑ๚ฒýวัณชถ๓,20210706,6610
28,A004540,ฑ๚ฒýวัณชถ๓,20210705,6600
29,A004540,ฑ๚ฒýวัณชถ๓,20210702,6660
30,A004540,ฑ๚ฒýวัณชถ๓,20210701,6800
31,A004540,ฑ๚ฒýวัณชถ๓,20210630,6690
32,A004540,ฑ๚ฒýวัณชถ๓,20210629,6700
33,A004540,ฑ๚ฒýวัณชถ๓,20210628,7030
34,A004540,ฑ๚ฒýวัณชถ๓,20210625,7030
35,A004540,ฑ๚ฒýวัณชถ๓,20210624,7170
36,A004540,ฑ๚ฒýวัณชถ๓,20210623,6990
37,A004540,ฑ๚ฒýวัณชถ๓,20210622,7060
38,A004540,ฑ๚ฒýวัณชถ๓,20210621,6930
39,A004540,ฑ๚ฒýวัณชถ๓,20210618,6860
40,A004540,ฑ๚ฒýวัณชถ๓,20210617,6730
41,A004540,ฑ๚ฒýวัณชถ๓,20210616,6730
