,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,มพฐก
0,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210812,7800
1,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210811,7650
2,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210810,7880
3,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210809,8030
4,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210806,7500
5,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210805,7440
6,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210804,7400
7,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210803,7340
8,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210802,7720
9,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210730,7440
10,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210729,7430
11,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210728,7260
12,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210727,7500
13,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210726,7410
14,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210723,7510
15,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210722,7530
16,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210721,7520
17,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210720,7670
18,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210719,7740
19,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210716,7820
20,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210715,7720
21,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210714,7720
22,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210713,7750
23,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210712,7490
24,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210709,7440
25,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210708,7650
26,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210707,7890
27,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210706,7890
28,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210705,7730
29,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210702,7730
30,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210701,7860
31,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210630,8090
32,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210629,7940
33,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210628,7990
34,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210625,7830
35,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210624,8000
36,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210623,7760
37,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210622,8170
38,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210621,8010
39,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210618,7760
40,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210617,6790
41,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210616,6670
42,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210615,6600
43,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210614,6650
44,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210611,6520
45,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210610,6480
46,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210609,6480
47,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210608,6490
48,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210607,6520
49,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210604,6410
50,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210603,6310
51,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210602,6280
52,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210601,6280
53,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210531,6360
54,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210528,6300
55,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210527,6280
56,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210526,6290
57,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210525,6250
58,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210524,6190
59,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210521,6280
60,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210520,6300
61,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210518,6230
62,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210517,6130
63,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210514,6420
64,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210513,6330
65,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210512,6590
66,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210511,6840
67,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210510,6630
68,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210507,6800
69,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210506,6680
70,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210504,6530
71,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210503,6490
