,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,มพฐก
0,A004020,ว๖ด๋มฆรถ,20210812,50800
1,A004020,ว๖ด๋มฆรถ,20210811,51300
2,A004020,ว๖ด๋มฆรถ,20210810,50700
3,A004020,ว๖ด๋มฆรถ,20210809,50600
4,A004020,ว๖ด๋มฆรถ,20210806,51500
5,A004020,ว๖ด๋มฆรถ,20210805,51400
6,A004020,ว๖ด๋มฆรถ,20210804,51700
7,A004020,ว๖ด๋มฆรถ,20210803,50900
8,A004020,ว๖ด๋มฆรถ,20210802,53400
9,A004020,ว๖ด๋มฆรถ,20210730,54000
10,A004020,ว๖ด๋มฆรถ,20210729,53400
11,A004020,ว๖ด๋มฆรถ,20210728,54100
12,A004020,ว๖ด๋มฆรถ,20210727,53400
13,A004020,ว๖ด๋มฆรถ,20210726,52200
14,A004020,ว๖ด๋มฆรถ,20210723,52500
15,A004020,ว๖ด๋มฆรถ,20210722,51600
16,A004020,ว๖ด๋มฆรถ,20210721,49600
17,A004020,ว๖ด๋มฆรถ,20210720,49900
18,A004020,ว๖ด๋มฆรถ,20210719,50900
19,A004020,ว๖ด๋มฆรถ,20210716,52400
20,A004020,ว๖ด๋มฆรถ,20210715,52400
21,A004020,ว๖ด๋มฆรถ,20210714,52000
22,A004020,ว๖ด๋มฆรถ,20210713,52800
23,A004020,ว๖ด๋มฆรถ,20210712,53100
24,A004020,ว๖ด๋มฆรถ,20210709,51600
25,A004020,ว๖ด๋มฆรถ,20210708,52600
26,A004020,ว๖ด๋มฆรถ,20210707,52600
27,A004020,ว๖ด๋มฆรถ,20210706,53500
28,A004020,ว๖ด๋มฆรถ,20210705,54200
29,A004020,ว๖ด๋มฆรถ,20210702,54100
30,A004020,ว๖ด๋มฆรถ,20210701,53500
31,A004020,ว๖ด๋มฆรถ,20210630,53700
32,A004020,ว๖ด๋มฆรถ,20210629,54100
33,A004020,ว๖ด๋มฆรถ,20210628,55400
34,A004020,ว๖ด๋มฆรถ,20210625,54500
35,A004020,ว๖ด๋มฆรถ,20210624,55100
36,A004020,ว๖ด๋มฆรถ,20210623,52600
37,A004020,ว๖ด๋มฆรถ,20210622,53600
38,A004020,ว๖ด๋มฆรถ,20210621,51500
39,A004020,ว๖ด๋มฆรถ,20210618,51900
40,A004020,ว๖ด๋มฆรถ,20210617,52700
41,A004020,ว๖ด๋มฆรถ,20210616,53500
42,A004020,ว๖ด๋มฆรถ,20210615,53700
43,A004020,ว๖ด๋มฆรถ,20210614,53600
44,A004020,ว๖ด๋มฆรถ,20210611,53300
45,A004020,ว๖ด๋มฆรถ,20210610,50700
46,A004020,ว๖ด๋มฆรถ,20210609,50700
47,A004020,ว๖ด๋มฆรถ,20210608,52100
48,A004020,ว๖ด๋มฆรถ,20210607,51800
49,A004020,ว๖ด๋มฆรถ,20210604,53100
50,A004020,ว๖ด๋มฆรถ,20210603,52600
51,A004020,ว๖ด๋มฆรถ,20210602,54000
52,A004020,ว๖ด๋มฆรถ,20210601,53900
53,A004020,ว๖ด๋มฆรถ,20210531,53400
54,A004020,ว๖ด๋มฆรถ,20210528,53300
55,A004020,ว๖ด๋มฆรถ,20210527,52500
56,A004020,ว๖ด๋มฆรถ,20210526,51900
57,A004020,ว๖ด๋มฆรถ,20210525,53700
58,A004020,ว๖ด๋มฆรถ,20210524,53200
59,A004020,ว๖ด๋มฆรถ,20210521,53500
60,A004020,ว๖ด๋มฆรถ,20210520,54300
61,A004020,ว๖ด๋มฆรถ,20210518,57500
62,A004020,ว๖ด๋มฆรถ,20210517,54900
63,A004020,ว๖ด๋มฆรถ,20210514,55900
64,A004020,ว๖ด๋มฆรถ,20210513,57000
65,A004020,ว๖ด๋มฆรถ,20210512,60600
66,A004020,ว๖ด๋มฆรถ,20210511,61900
67,A004020,ว๖ด๋มฆรถ,20210510,60100
68,A004020,ว๖ด๋มฆรถ,20210507,59500
69,A004020,ว๖ด๋มฆรถ,20210506,58400
70,A004020,ว๖ด๋มฆรถ,20210504,55300
71,A004020,ว๖ด๋มฆรถ,20210503,55000
72,A004020,ว๖ด๋มฆรถ,20210430,55500
73,A004020,ว๖ด๋มฆรถ,20210429,58400
74,A004020,ว๖ด๋มฆรถ,20210428,57400
75,A004020,ว๖ด๋มฆรถ,20210427,56700
76,A004020,ว๖ด๋มฆรถ,20210426,52000
77,A004020,ว๖ด๋มฆรถ,20210423,51500
78,A004020,ว๖ด๋มฆรถ,20210422,50000
79,A004020,ว๖ด๋มฆรถ,20210421,50300
