,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,¡æ∞°
0,A178920,PI√∑¥‹º“¿Á,20210812,63600
1,A178920,PI√∑¥‹º“¿Á,20210811,63900
2,A178920,PI√∑¥‹º“¿Á,20210810,57800
3,A178920,PI√∑¥‹º“¿Á,20210809,57200
4,A178920,PI√∑¥‹º“¿Á,20210806,53400
5,A178920,PI√∑¥‹º“¿Á,20210805,53000
6,A178920,PI√∑¥‹º“¿Á,20210804,52900
7,A178920,PI√∑¥‹º“¿Á,20210803,53200
8,A178920,PI√∑¥‹º“¿Á,20210802,54100
9,A178920,PI√∑¥‹º“¿Á,20210730,53500
10,A178920,PI√∑¥‹º“¿Á,20210729,53000
11,A178920,PI√∑¥‹º“¿Á,20210728,53000
12,A178920,PI√∑¥‹º“¿Á,20210727,53600
13,A178920,PI√∑¥‹º“¿Á,20210726,54300
14,A178920,PI√∑¥‹º“¿Á,20210723,54000
15,A178920,PI√∑¥‹º“¿Á,20210722,56100
16,A178920,PI√∑¥‹º“¿Á,20210721,55700
17,A178920,PI√∑¥‹º“¿Á,20210720,57700
18,A178920,PI√∑¥‹º“¿Á,20210719,58000
19,A178920,PI√∑¥‹º“¿Á,20210716,55200
20,A178920,PI√∑¥‹º“¿Á,20210715,55400
21,A178920,PI√∑¥‹º“¿Á,20210714,55100
22,A178920,PI√∑¥‹º“¿Á,20210713,55600
23,A178920,PI√∑¥‹º“¿Á,20210712,54400
24,A178920,PI√∑¥‹º“¿Á,20210709,54100
25,A178920,PI√∑¥‹º“¿Á,20210708,53700
26,A178920,PI√∑¥‹º“¿Á,20210707,54500
27,A178920,PI√∑¥‹º“¿Á,20210706,54100
28,A178920,PI√∑¥‹º“¿Á,20210705,54500
29,A178920,PI√∑¥‹º“¿Á,20210702,54500
30,A178920,PI√∑¥‹º“¿Á,20210701,55300
31,A178920,PI√∑¥‹º“¿Á,20210630,55000
32,A178920,PI√∑¥‹º“¿Á,20210629,55700
33,A178920,PI√∑¥‹º“¿Á,20210628,55000
34,A178920,PI√∑¥‹º“¿Á,20210625,53800
35,A178920,PI√∑¥‹º“¿Á,20210624,54900
36,A178920,PI√∑¥‹º“¿Á,20210623,54300
37,A178920,PI√∑¥‹º“¿Á,20210622,52900
38,A178920,PI√∑¥‹º“¿Á,20210621,52100
39,A178920,PI√∑¥‹º“¿Á,20210618,51000
40,A178920,PI√∑¥‹º“¿Á,20210617,50000
41,A178920,PI√∑¥‹º“¿Á,20210616,48500
42,A178920,PI√∑¥‹º“¿Á,20210615,49150
43,A178920,PI√∑¥‹º“¿Á,20210614,48800
44,A178920,PI√∑¥‹º“¿Á,20210611,48500
45,A178920,PI√∑¥‹º“¿Á,20210610,48300
46,A178920,PI√∑¥‹º“¿Á,20210609,47000
47,A178920,PI√∑¥‹º“¿Á,20210608,47300
48,A178920,PI√∑¥‹º“¿Á,20210607,48050
49,A178920,PI√∑¥‹º“¿Á,20210604,46350
50,A178920,PI√∑¥‹º“¿Á,20210603,46200
51,A178920,PI√∑¥‹º“¿Á,20210602,46000
52,A178920,PI√∑¥‹º“¿Á,20210601,45900
53,A178920,PI√∑¥‹º“¿Á,20210531,45050
54,A178920,PI√∑¥‹º“¿Á,20210528,45450
55,A178920,PI√∑¥‹º“¿Á,20210527,45550
56,A178920,PI√∑¥‹º“¿Á,20210526,45150
57,A178920,PI√∑¥‹º“¿Á,20210525,44700
58,A178920,PI√∑¥‹º“¿Á,20210524,44350
59,A178920,PI√∑¥‹º“¿Á,20210521,45150
60,A178920,PI√∑¥‹º“¿Á,20210520,45000
61,A178920,PI√∑¥‹º“¿Á,20210518,44900
62,A178920,PI√∑¥‹º“¿Á,20210517,44900
63,A178920,PI√∑¥‹º“¿Á,20210514,46700
64,A178920,PI√∑¥‹º“¿Á,20210513,46000
65,A178920,PI√∑¥‹º“¿Á,20210512,46900
66,A178920,PI√∑¥‹º“¿Á,20210511,47400
67,A178920,PI√∑¥‹º“¿Á,20210510,48950
68,A178920,PI√∑¥‹º“¿Á,20210507,48850
69,A178920,PI√∑¥‹º“¿Á,20210506,48250
