,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,¡æ∞°
0,A300720,«—¿œΩ√∏‡∆Æ,20210812,206000
1,A300720,«—¿œΩ√∏‡∆Æ,20210811,200500
2,A300720,«—¿œΩ√∏‡∆Æ,20210810,199500
3,A300720,«—¿œΩ√∏‡∆Æ,20210809,198500
4,A300720,«—¿œΩ√∏‡∆Æ,20210806,183000
5,A300720,«—¿œΩ√∏‡∆Æ,20210805,175000
6,A300720,«—¿œΩ√∏‡∆Æ,20210804,171500
7,A300720,«—¿œΩ√∏‡∆Æ,20210803,171000
8,A300720,«—¿œΩ√∏‡∆Æ,20210802,172000
9,A300720,«—¿œΩ√∏‡∆Æ,20210730,175000
10,A300720,«—¿œΩ√∏‡∆Æ,20210729,172000
11,A300720,«—¿œΩ√∏‡∆Æ,20210728,174500
12,A300720,«—¿œΩ√∏‡∆Æ,20210727,170000
13,A300720,«—¿œΩ√∏‡∆Æ,20210726,168500
14,A300720,«—¿œΩ√∏‡∆Æ,20210723,171500
15,A300720,«—¿œΩ√∏‡∆Æ,20210722,172500
16,A300720,«—¿œΩ√∏‡∆Æ,20210721,173000
17,A300720,«—¿œΩ√∏‡∆Æ,20210720,173500
18,A300720,«—¿œΩ√∏‡∆Æ,20210719,172500
19,A300720,«—¿œΩ√∏‡∆Æ,20210716,171500
20,A300720,«—¿œΩ√∏‡∆Æ,20210715,167000
21,A300720,«—¿œΩ√∏‡∆Æ,20210714,163000
22,A300720,«—¿œΩ√∏‡∆Æ,20210713,166000
23,A300720,«—¿œΩ√∏‡∆Æ,20210712,167000
24,A300720,«—¿œΩ√∏‡∆Æ,20210709,157000
25,A300720,«—¿œΩ√∏‡∆Æ,20210708,160500
26,A300720,«—¿œΩ√∏‡∆Æ,20210707,161000
27,A300720,«—¿œΩ√∏‡∆Æ,20210706,163000
28,A300720,«—¿œΩ√∏‡∆Æ,20210705,161000
29,A300720,«—¿œΩ√∏‡∆Æ,20210702,159500
30,A300720,«—¿œΩ√∏‡∆Æ,20210701,157500
