,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,Á¾°¡
0,A073110,¿¤¿¥¿¡½º,20210812,10950
1,A073110,¿¤¿¥¿¡½º,20210811,10850
2,A073110,¿¤¿¥¿¡½º,20210810,11100
3,A073110,¿¤¿¥¿¡½º,20210809,11450
4,A073110,¿¤¿¥¿¡½º,20210806,11300
5,A073110,¿¤¿¥¿¡½º,20210805,11200
6,A073110,¿¤¿¥¿¡½º,20210804,11000
7,A073110,¿¤¿¥¿¡½º,20210803,10900
8,A073110,¿¤¿¥¿¡½º,20210802,11050
9,A073110,¿¤¿¥¿¡½º,20210730,11050
10,A073110,¿¤¿¥¿¡½º,20210729,11300
11,A073110,¿¤¿¥¿¡½º,20210728,11200
12,A073110,¿¤¿¥¿¡½º,20210727,11500
13,A073110,¿¤¿¥¿¡½º,20210726,11450
14,A073110,¿¤¿¥¿¡½º,20210723,11250
15,A073110,¿¤¿¥¿¡½º,20210722,11200
16,A073110,¿¤¿¥¿¡½º,20210721,11150
17,A073110,¿¤¿¥¿¡½º,20210720,11400
18,A073110,¿¤¿¥¿¡½º,20210719,11650
19,A073110,¿¤¿¥¿¡½º,20210716,11800
20,A073110,¿¤¿¥¿¡½º,20210715,11550
21,A073110,¿¤¿¥¿¡½º,20210714,11800
22,A073110,¿¤¿¥¿¡½º,20210713,11550
23,A073110,¿¤¿¥¿¡½º,20210712,10750
24,A073110,¿¤¿¥¿¡½º,20210709,10700
25,A073110,¿¤¿¥¿¡½º,20210708,11150
26,A073110,¿¤¿¥¿¡½º,20210707,11300
27,A073110,¿¤¿¥¿¡½º,20210706,11350
28,A073110,¿¤¿¥¿¡½º,20210705,11450
29,A073110,¿¤¿¥¿¡½º,20210702,11450
30,A073110,¿¤¿¥¿¡½º,20210701,11500
31,A073110,¿¤¿¥¿¡½º,20210630,11500
32,A073110,¿¤¿¥¿¡½º,20210629,11400
33,A073110,¿¤¿¥¿¡½º,20210628,11400
34,A073110,¿¤¿¥¿¡½º,20210625,11350
35,A073110,¿¤¿¥¿¡½º,20210624,11350
36,A073110,¿¤¿¥¿¡½º,20210623,11350
37,A073110,¿¤¿¥¿¡½º,20210622,11400
38,A073110,¿¤¿¥¿¡½º,20210621,11350
39,A073110,¿¤¿¥¿¡½º,20210618,11400
40,A073110,¿¤¿¥¿¡½º,20210617,11100
41,A073110,¿¤¿¥¿¡½º,20210616,11050
42,A073110,¿¤¿¥¿¡½º,20210615,11150
43,A073110,¿¤¿¥¿¡½º,20210614,11150
44,A073110,¿¤¿¥¿¡½º,20210611,11050
45,A073110,¿¤¿¥¿¡½º,20210610,10900
46,A073110,¿¤¿¥¿¡½º,20210609,10900
47,A073110,¿¤¿¥¿¡½º,20210608,11000
48,A073110,¿¤¿¥¿¡½º,20210607,11200
49,A073110,¿¤¿¥¿¡½º,20210604,11150
50,A073110,¿¤¿¥¿¡½º,20210603,11150
51,A073110,¿¤¿¥¿¡½º,20210602,11100
52,A073110,¿¤¿¥¿¡½º,20210601,11150
53,A073110,¿¤¿¥¿¡½º,20210531,10850
54,A073110,¿¤¿¥¿¡½º,20210528,10700
55,A073110,¿¤¿¥¿¡½º,20210527,10850
56,A073110,¿¤¿¥¿¡½º,20210526,10950
57,A073110,¿¤¿¥¿¡½º,20210525,10900
58,A073110,¿¤¿¥¿¡½º,20210524,10650
59,A073110,¿¤¿¥¿¡½º,20210521,10850
60,A073110,¿¤¿¥¿¡½º,20210520,10700
61,A073110,¿¤¿¥¿¡½º,20210518,10250
62,A073110,¿¤¿¥¿¡½º,20210517,10350
63,A073110,¿¤¿¥¿¡½º,20210514,10600
64,A073110,¿¤¿¥¿¡½º,20210513,10550
65,A073110,¿¤¿¥¿¡½º,20210512,10600
66,A073110,¿¤¿¥¿¡½º,20210511,10700
67,A073110,¿¤¿¥¿¡½º,20210510,10900
68,A073110,¿¤¿¥¿¡½º,20210507,10900
69,A073110,¿¤¿¥¿¡½º,20210506,10700
70,A073110,¿¤¿¥¿¡½º,20210504,10550
71,A073110,¿¤¿¥¿¡½º,20210503,10500
72,A073110,¿¤¿¥¿¡½º,20210430,10650
73,A073110,¿¤¿¥¿¡½º,20210429,10750
74,A073110,¿¤¿¥¿¡½º,20210428,11200
75,A073110,¿¤¿¥¿¡½º,20210427,11550
76,A073110,¿¤¿¥¿¡½º,20210426,11500
77,A073110,¿¤¿¥¿¡½º,20210423,11600
78,A073110,¿¤¿¥¿¡½º,20210422,11350
79,A073110,¿¤¿¥¿¡½º,20210421,11350
80,A073110,¿¤¿¥¿¡½º,20210420,11400
81,A073110,¿¤¿¥¿¡½º,20210419,11300
82,A073110,¿¤¿¥¿¡½º,20210416,11250
83,A073110,¿¤¿¥¿¡½º,20210415,11150
84,A073110,¿¤¿¥¿¡½º,20210414,11350
85,A073110,¿¤¿¥¿¡½º,20210413,11350
86,A073110,¿¤¿¥¿¡½º,20210412,11000
87,A073110,¿¤¿¥¿¡½º,20210409,10950
88,A073110,¿¤¿¥¿¡½º,20210408,11200
89,A073110,¿¤¿¥¿¡½º,20210407,10650
90,A073110,¿¤¿¥¿¡½º,20210406,10650
91,A073110,¿¤¿¥¿¡½º,20210405,10850
92,A073110,¿¤¿¥¿¡½º,20210402,10950
93,A073110,¿¤¿¥¿¡½º,20210401,10800
94,A073110,¿¤¿¥¿¡½º,20210331,10500
95,A073110,¿¤¿¥¿¡½º,20210330,10650
96,A073110,¿¤¿¥¿¡½º,20210329,10750
97,A073110,¿¤¿¥¿¡½º,20210326,10800
98,A073110,¿¤¿¥¿¡½º,20210325,10600
99,A073110,¿¤¿¥¿¡½º,20210324,10500
100,A073110,¿¤¿¥¿¡½º,20210323,10350
101,A073110,¿¤¿¥¿¡½º,20210322,10800
102,A073110,¿¤¿¥¿¡½º,20210319,10600
103,A073110,¿¤¿¥¿¡½º,20210318,10650
104,A073110,¿¤¿¥¿¡½º,20210317,10650
105,A073110,¿¤¿¥¿¡½º,20210316,10600
106,A073110,¿¤¿¥¿¡½º,20210315,10400
107,A073110,¿¤¿¥¿¡½º,20210312,10550
108,A073110,¿¤¿¥¿¡½º,20210311,10350
109,A073110,¿¤¿¥¿¡½º,20210310,10000
110,A073110,¿¤¿¥¿¡½º,20210309,10350
111,A073110,¿¤¿¥¿¡½º,20210308,10350
112,A073110,¿¤¿¥¿¡½º,20210305,10750
113,A073110,¿¤¿¥¿¡½º,20210304,11000
