,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,¡æ∞°
0,A003830,¥Î«—»≠º∂,20210812,141000
1,A003830,¥Î«—»≠º∂,20210811,144500
2,A003830,¥Î«—»≠º∂,20210810,143500
3,A003830,¥Î«—»≠º∂,20210809,145500
4,A003830,¥Î«—»≠º∂,20210806,144000
5,A003830,¥Î«—»≠º∂,20210805,142500
6,A003830,¥Î«—»≠º∂,20210804,144500
7,A003830,¥Î«—»≠º∂,20210803,145000
8,A003830,¥Î«—»≠º∂,20210802,147500
9,A003830,¥Î«—»≠º∂,20210730,141000
10,A003830,¥Î«—»≠º∂,20210729,146500
11,A003830,¥Î«—»≠º∂,20210728,146500
12,A003830,¥Î«—»≠º∂,20210727,146500
13,A003830,¥Î«—»≠º∂,20210726,145000
14,A003830,¥Î«—»≠º∂,20210723,147500
15,A003830,¥Î«—»≠º∂,20210722,148500
16,A003830,¥Î«—»≠º∂,20210721,150500
17,A003830,¥Î«—»≠º∂,20210720,149500
18,A003830,¥Î«—»≠º∂,20210719,153500
19,A003830,¥Î«—»≠º∂,20210716,155000
20,A003830,¥Î«—»≠º∂,20210715,156500
21,A003830,¥Î«—»≠º∂,20210714,158500
22,A003830,¥Î«—»≠º∂,20210713,158500
23,A003830,¥Î«—»≠º∂,20210712,159000
24,A003830,¥Î«—»≠º∂,20210709,158000
25,A003830,¥Î«—»≠º∂,20210708,160000
26,A003830,¥Î«—»≠º∂,20210707,166000
27,A003830,¥Î«—»≠º∂,20210706,167000
28,A003830,¥Î«—»≠º∂,20210705,165500
29,A003830,¥Î«—»≠º∂,20210702,166000
30,A003830,¥Î«—»≠º∂,20210701,168000
31,A003830,¥Î«—»≠º∂,20210630,167500
32,A003830,¥Î«—»≠º∂,20210629,166000
33,A003830,¥Î«—»≠º∂,20210628,158500
34,A003830,¥Î«—»≠º∂,20210625,158500
35,A003830,¥Î«—»≠º∂,20210624,156500
36,A003830,¥Î«—»≠º∂,20210623,153000
37,A003830,¥Î«—»≠º∂,20210622,155000
38,A003830,¥Î«—»≠º∂,20210621,155500
39,A003830,¥Î«—»≠º∂,20210618,162500
40,A003830,¥Î«—»≠º∂,20210617,167500
41,A003830,¥Î«—»≠º∂,20210616,164000
42,A003830,¥Î«—»≠º∂,20210615,162000
43,A003830,¥Î«—»≠º∂,20210614,167000
44,A003830,¥Î«—»≠º∂,20210611,158500
45,A003830,¥Î«—»≠º∂,20210610,148000
46,A003830,¥Î«—»≠º∂,20210609,148000
47,A003830,¥Î«—»≠º∂,20210608,148500
48,A003830,¥Î«—»≠º∂,20210607,150000
49,A003830,¥Î«—»≠º∂,20210604,149500
50,A003830,¥Î«—»≠º∂,20210603,151000
51,A003830,¥Î«—»≠º∂,20210602,148000
52,A003830,¥Î«—»≠º∂,20210601,142000
53,A003830,¥Î«—»≠º∂,20210531,140500
54,A003830,¥Î«—»≠º∂,20210528,141500
55,A003830,¥Î«—»≠º∂,20210527,141000
56,A003830,¥Î«—»≠º∂,20210526,141500
57,A003830,¥Î«—»≠º∂,20210525,140500
58,A003830,¥Î«—»≠º∂,20210524,141000
59,A003830,¥Î«—»≠º∂,20210521,141000
60,A003830,¥Î«—»≠º∂,20210520,143000
61,A003830,¥Î«—»≠º∂,20210518,142500
62,A003830,¥Î«—»≠º∂,20210517,140000
63,A003830,¥Î«—»≠º∂,20210514,140000
64,A003830,¥Î«—»≠º∂,20210513,139500
65,A003830,¥Î«—»≠º∂,20210512,144000
66,A003830,¥Î«—»≠º∂,20210511,144500
67,A003830,¥Î«—»≠º∂,20210510,141000
68,A003830,¥Î«—»≠º∂,20210507,138500
69,A003830,¥Î«—»≠º∂,20210506,136500
70,A003830,¥Î«—»≠º∂,20210504,133000
71,A003830,¥Î«—»≠º∂,20210503,136500
72,A003830,¥Î«—»≠º∂,20210430,134500
73,A003830,¥Î«—»≠º∂,20210429,136000
74,A003830,¥Î«—»≠º∂,20210428,138500
75,A003830,¥Î«—»≠º∂,20210427,144000
76,A003830,¥Î«—»≠º∂,20210426,145000
77,A003830,¥Î«—»≠º∂,20210423,141500
78,A003830,¥Î«—»≠º∂,20210422,143500
79,A003830,¥Î«—»≠º∂,20210421,140000
80,A003830,¥Î«—»≠º∂,20210420,143000
81,A003830,¥Î«—»≠º∂,20210419,140500
82,A003830,¥Î«—»≠º∂,20210416,140500
83,A003830,¥Î«—»≠º∂,20210415,143000
84,A003830,¥Î«—»≠º∂,20210414,140000
85,A003830,¥Î«—»≠º∂,20210413,143500
86,A003830,¥Î«—»≠º∂,20210412,147000
87,A003830,¥Î«—»≠º∂,20210409,135000
88,A003830,¥Î«—»≠º∂,20210408,135000
89,A003830,¥Î«—»≠º∂,20210407,136000
90,A003830,¥Î«—»≠º∂,20210406,135500
91,A003830,¥Î«—»≠º∂,20210405,137000
92,A003830,¥Î«—»≠º∂,20210402,133500
93,A003830,¥Î«—»≠º∂,20210401,133500
94,A003830,¥Î«—»≠º∂,20210331,133500
95,A003830,¥Î«—»≠º∂,20210330,135000
96,A003830,¥Î«—»≠º∂,20210329,138000
97,A003830,¥Î«—»≠º∂,20210326,134500
98,A003830,¥Î«—»≠º∂,20210325,134500
99,A003830,¥Î«—»≠º∂,20210324,135500
100,A003830,¥Î«—»≠º∂,20210323,136500
101,A003830,¥Î«—»≠º∂,20210322,137000
102,A003830,¥Î«—»≠º∂,20210319,137000
103,A003830,¥Î«—»≠º∂,20210318,129500
104,A003830,¥Î«—»≠º∂,20210317,124000
