,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,มพฐก
0,A339770,ฑณรฬฟกวมพุบ๑,20210812,19450
1,A339770,ฑณรฬฟกวมพุบ๑,20210811,19200
2,A339770,ฑณรฬฟกวมพุบ๑,20210810,19600
3,A339770,ฑณรฬฟกวมพุบ๑,20210809,19900
4,A339770,ฑณรฬฟกวมพุบ๑,20210806,20000
5,A339770,ฑณรฬฟกวมพุบ๑,20210805,20200
6,A339770,ฑณรฬฟกวมพุบ๑,20210804,20200
7,A339770,ฑณรฬฟกวมพุบ๑,20210803,19900
8,A339770,ฑณรฬฟกวมพุบ๑,20210802,20450
9,A339770,ฑณรฬฟกวมพุบ๑,20210730,20500
10,A339770,ฑณรฬฟกวมพุบ๑,20210729,20950
11,A339770,ฑณรฬฟกวมพุบ๑,20210728,20550
12,A339770,ฑณรฬฟกวมพุบ๑,20210727,20850
13,A339770,ฑณรฬฟกวมพุบ๑,20210726,21000
14,A339770,ฑณรฬฟกวมพุบ๑,20210723,21600
15,A339770,ฑณรฬฟกวมพุบ๑,20210722,21600
16,A339770,ฑณรฬฟกวมพุบ๑,20210721,20900
17,A339770,ฑณรฬฟกวมพุบ๑,20210720,21350
18,A339770,ฑณรฬฟกวมพุบ๑,20210719,21700
19,A339770,ฑณรฬฟกวมพุบ๑,20210716,21850
20,A339770,ฑณรฬฟกวมพุบ๑,20210715,21450
21,A339770,ฑณรฬฟกวมพุบ๑,20210714,21100
22,A339770,ฑณรฬฟกวมพุบ๑,20210713,20650
23,A339770,ฑณรฬฟกวมพุบ๑,20210712,20200
24,A339770,ฑณรฬฟกวมพุบ๑,20210709,20450
25,A339770,ฑณรฬฟกวมพุบ๑,20210708,20750
26,A339770,ฑณรฬฟกวมพุบ๑,20210707,20200
27,A339770,ฑณรฬฟกวมพุบ๑,20210706,20400
28,A339770,ฑณรฬฟกวมพุบ๑,20210705,19950
29,A339770,ฑณรฬฟกวมพุบ๑,20210702,20000
30,A339770,ฑณรฬฟกวมพุบ๑,20210701,20000
31,A339770,ฑณรฬฟกวมพุบ๑,20210630,20000
32,A339770,ฑณรฬฟกวมพุบ๑,20210629,20450
33,A339770,ฑณรฬฟกวมพุบ๑,20210628,20550
34,A339770,ฑณรฬฟกวมพุบ๑,20210625,20150
35,A339770,ฑณรฬฟกวมพุบ๑,20210624,20300
36,A339770,ฑณรฬฟกวมพุบ๑,20210623,19900
37,A339770,ฑณรฬฟกวมพุบ๑,20210622,19950
38,A339770,ฑณรฬฟกวมพุบ๑,20210621,20000
39,A339770,ฑณรฬฟกวมพุบ๑,20210618,19850
40,A339770,ฑณรฬฟกวมพุบ๑,20210617,19850
41,A339770,ฑณรฬฟกวมพุบ๑,20210616,19500
42,A339770,ฑณรฬฟกวมพุบ๑,20210615,19450
43,A339770,ฑณรฬฟกวมพุบ๑,20210614,19550
44,A339770,ฑณรฬฟกวมพุบ๑,20210611,19550
45,A339770,ฑณรฬฟกวมพุบ๑,20210610,19600
46,A339770,ฑณรฬฟกวมพุบ๑,20210609,19300
47,A339770,ฑณรฬฟกวมพุบ๑,20210608,19200
48,A339770,ฑณรฬฟกวมพุบ๑,20210607,19400
49,A339770,ฑณรฬฟกวมพุบ๑,20210604,19250
50,A339770,ฑณรฬฟกวมพุบ๑,20210603,19250
51,A339770,ฑณรฬฟกวมพุบ๑,20210602,19650
52,A339770,ฑณรฬฟกวมพุบ๑,20210601,19750
53,A339770,ฑณรฬฟกวมพุบ๑,20210531,19800
54,A339770,ฑณรฬฟกวมพุบ๑,20210528,19600
55,A339770,ฑณรฬฟกวมพุบ๑,20210527,19500
56,A339770,ฑณรฬฟกวมพุบ๑,20210526,19450
57,A339770,ฑณรฬฟกวมพุบ๑,20210525,19350
58,A339770,ฑณรฬฟกวมพุบ๑,20210524,19300
59,A339770,ฑณรฬฟกวมพุบ๑,20210521,19200
60,A339770,ฑณรฬฟกวมพุบ๑,20210520,19200
61,A339770,ฑณรฬฟกวมพุบ๑,20210518,19450
62,A339770,ฑณรฬฟกวมพุบ๑,20210517,19650
63,A339770,ฑณรฬฟกวมพุบ๑,20210514,20300
64,A339770,ฑณรฬฟกวมพุบ๑,20210513,20150
65,A339770,ฑณรฬฟกวมพุบ๑,20210512,20200
66,A339770,ฑณรฬฟกวมพุบ๑,20210511,20500
67,A339770,ฑณรฬฟกวมพุบ๑,20210510,19950
68,A339770,ฑณรฬฟกวมพุบ๑,20210507,19700
69,A339770,ฑณรฬฟกวมพุบ๑,20210506,20050
70,A339770,ฑณรฬฟกวมพุบ๑,20210504,20350
71,A339770,ฑณรฬฟกวมพุบ๑,20210503,20650
72,A339770,ฑณรฬฟกวมพุบ๑,20210430,20450
73,A339770,ฑณรฬฟกวมพุบ๑,20210429,19800
74,A339770,ฑณรฬฟกวมพุบ๑,20210428,19400
75,A339770,ฑณรฬฟกวมพุบ๑,20210427,19850
76,A339770,ฑณรฬฟกวมพุบ๑,20210426,20150
77,A339770,ฑณรฬฟกวมพุบ๑,20210423,19950
78,A339770,ฑณรฬฟกวมพุบ๑,20210422,20350
79,A339770,ฑณรฬฟกวมพุบ๑,20210421,20550
80,A339770,ฑณรฬฟกวมพุบ๑,20210420,21150
81,A339770,ฑณรฬฟกวมพุบ๑,20210419,20800
82,A339770,ฑณรฬฟกวมพุบ๑,20210416,20950
83,A339770,ฑณรฬฟกวมพุบ๑,20210415,20650
84,A339770,ฑณรฬฟกวมพุบ๑,20210414,19500
85,A339770,ฑณรฬฟกวมพุบ๑,20210413,18600
86,A339770,ฑณรฬฟกวมพุบ๑,20210412,18750
87,A339770,ฑณรฬฟกวมพุบ๑,20210409,18350
88,A339770,ฑณรฬฟกวมพุบ๑,20210408,18300
89,A339770,ฑณรฬฟกวมพุบ๑,20210407,18300
90,A339770,ฑณรฬฟกวมพุบ๑,20210406,18150
91,A339770,ฑณรฬฟกวมพุบ๑,20210405,18150
92,A339770,ฑณรฬฟกวมพุบ๑,20210402,17950
93,A339770,ฑณรฬฟกวมพุบ๑,20210401,18150
94,A339770,ฑณรฬฟกวมพุบ๑,20210331,18050
95,A339770,ฑณรฬฟกวมพุบ๑,20210330,18150
96,A339770,ฑณรฬฟกวมพุบ๑,20210329,17950
97,A339770,ฑณรฬฟกวมพุบ๑,20210326,17900
98,A339770,ฑณรฬฟกวมพุบ๑,20210325,17650
99,A339770,ฑณรฬฟกวมพุบ๑,20210324,17750
100,A339770,ฑณรฬฟกวมพุบ๑,20210323,17600
101,A339770,ฑณรฬฟกวมพุบ๑,20210322,17900
102,A339770,ฑณรฬฟกวมพุบ๑,20210319,18100
103,A339770,ฑณรฬฟกวมพุบ๑,20210318,18150
104,A339770,ฑณรฬฟกวมพุบ๑,20210317,17850
105,A339770,ฑณรฬฟกวมพุบ๑,20210316,18050
106,A339770,ฑณรฬฟกวมพุบ๑,20210315,18100
107,A339770,ฑณรฬฟกวมพุบ๑,20210312,18150
108,A339770,ฑณรฬฟกวมพุบ๑,20210311,17650
109,A339770,ฑณรฬฟกวมพุบ๑,20210310,17450
110,A339770,ฑณรฬฟกวมพุบ๑,20210309,17600
111,A339770,ฑณรฬฟกวมพุบ๑,20210308,17400
112,A339770,ฑณรฬฟกวมพุบ๑,20210305,17350
113,A339770,ฑณรฬฟกวมพุบ๑,20210304,17450
114,A339770,ฑณรฬฟกวมพุบ๑,20210303,17400
115,A339770,ฑณรฬฟกวมพุบ๑,20210302,17400
116,A339770,ฑณรฬฟกวมพุบ๑,20210226,17600
117,A339770,ฑณรฬฟกวมพุบ๑,20210225,18200
118,A339770,ฑณรฬฟกวมพุบ๑,20210224,18200
119,A339770,ฑณรฬฟกวมพุบ๑,20210223,18450
120,A339770,ฑณรฬฟกวมพุบ๑,20210222,18300
121,A339770,ฑณรฬฟกวมพุบ๑,20210219,18300
122,A339770,ฑณรฬฟกวมพุบ๑,20210218,18650
123,A339770,ฑณรฬฟกวมพุบ๑,20210217,18850
124,A339770,ฑณรฬฟกวมพุบ๑,20210216,18850
125,A339770,ฑณรฬฟกวมพุบ๑,20210215,18600
126,A339770,ฑณรฬฟกวมพุบ๑,20210210,18500
127,A339770,ฑณรฬฟกวมพุบ๑,20210209,19000
128,A339770,ฑณรฬฟกวมพุบ๑,20210208,18950
129,A339770,ฑณรฬฟกวมพุบ๑,20210205,18150
130,A339770,ฑณรฬฟกวมพุบ๑,20210204,17900
131,A339770,ฑณรฬฟกวมพุบ๑,20210203,18450
132,A339770,ฑณรฬฟกวมพุบ๑,20210202,17350
133,A339770,ฑณรฬฟกวมพุบ๑,20210201,17350
