,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,มพฐก
0,A031390,ณ์ฝสภฺผฟ,20210812,39450
1,A031390,ณ์ฝสภฺผฟ,20210811,39900
2,A031390,ณ์ฝสภฺผฟ,20210810,39250
3,A031390,ณ์ฝสภฺผฟ,20210809,39700
4,A031390,ณ์ฝสภฺผฟ,20210806,40200
5,A031390,ณ์ฝสภฺผฟ,20210805,40250
6,A031390,ณ์ฝสภฺผฟ,20210804,40000
7,A031390,ณ์ฝสภฺผฟ,20210803,39550
8,A031390,ณ์ฝสภฺผฟ,20210802,39700
9,A031390,ณ์ฝสภฺผฟ,20210730,39600
10,A031390,ณ์ฝสภฺผฟ,20210729,39900
11,A031390,ณ์ฝสภฺผฟ,20210728,39800
12,A031390,ณ์ฝสภฺผฟ,20210727,40300
13,A031390,ณ์ฝสภฺผฟ,20210726,40400
14,A031390,ณ์ฝสภฺผฟ,20210723,41200
15,A031390,ณ์ฝสภฺผฟ,20210722,40950
16,A031390,ณ์ฝสภฺผฟ,20210721,41450
17,A031390,ณ์ฝสภฺผฟ,20210720,42400
18,A031390,ณ์ฝสภฺผฟ,20210719,43750
19,A031390,ณ์ฝสภฺผฟ,20210716,43350
20,A031390,ณ์ฝสภฺผฟ,20210715,41850
21,A031390,ณ์ฝสภฺผฟ,20210714,40900
22,A031390,ณ์ฝสภฺผฟ,20210713,40850
23,A031390,ณ์ฝสภฺผฟ,20210712,40900
24,A031390,ณ์ฝสภฺผฟ,20210709,40550
25,A031390,ณ์ฝสภฺผฟ,20210708,41450
26,A031390,ณ์ฝสภฺผฟ,20210707,42400
27,A031390,ณ์ฝสภฺผฟ,20210706,42400
28,A031390,ณ์ฝสภฺผฟ,20210705,42550
29,A031390,ณ์ฝสภฺผฟ,20210702,41900
30,A031390,ณ์ฝสภฺผฟ,20210701,42000
31,A031390,ณ์ฝสภฺผฟ,20210630,41050
32,A031390,ณ์ฝสภฺผฟ,20210629,40800
33,A031390,ณ์ฝสภฺผฟ,20210628,40700
34,A031390,ณ์ฝสภฺผฟ,20210625,40600
35,A031390,ณ์ฝสภฺผฟ,20210624,40750
36,A031390,ณ์ฝสภฺผฟ,20210623,40700
37,A031390,ณ์ฝสภฺผฟ,20210622,40200
38,A031390,ณ์ฝสภฺผฟ,20210621,40250
39,A031390,ณ์ฝสภฺผฟ,20210618,40500
40,A031390,ณ์ฝสภฺผฟ,20210617,40350
41,A031390,ณ์ฝสภฺผฟ,20210616,40600
42,A031390,ณ์ฝสภฺผฟ,20210615,40700
43,A031390,ณ์ฝสภฺผฟ,20210614,41300
44,A031390,ณ์ฝสภฺผฟ,20210611,40900
45,A031390,ณ์ฝสภฺผฟ,20210610,40900
46,A031390,ณ์ฝสภฺผฟ,20210609,40500
47,A031390,ณ์ฝสภฺผฟ,20210608,40650
48,A031390,ณ์ฝสภฺผฟ,20210607,40600
49,A031390,ณ์ฝสภฺผฟ,20210604,41000
50,A031390,ณ์ฝสภฺผฟ,20210603,41350
51,A031390,ณ์ฝสภฺผฟ,20210602,41150
52,A031390,ณ์ฝสภฺผฟ,20210601,41450
53,A031390,ณ์ฝสภฺผฟ,20210531,41350
54,A031390,ณ์ฝสภฺผฟ,20210528,41150
55,A031390,ณ์ฝสภฺผฟ,20210527,41550
56,A031390,ณ์ฝสภฺผฟ,20210526,40250
57,A031390,ณ์ฝสภฺผฟ,20210525,40200
58,A031390,ณ์ฝสภฺผฟ,20210524,40200
59,A031390,ณ์ฝสภฺผฟ,20210521,41250
60,A031390,ณ์ฝสภฺผฟ,20210520,41300
61,A031390,ณ์ฝสภฺผฟ,20210518,41800
62,A031390,ณ์ฝสภฺผฟ,20210517,41450
63,A031390,ณ์ฝสภฺผฟ,20210514,41650
64,A031390,ณ์ฝสภฺผฟ,20210513,41100
65,A031390,ณ์ฝสภฺผฟ,20210512,41550
66,A031390,ณ์ฝสภฺผฟ,20210511,42050
67,A031390,ณ์ฝสภฺผฟ,20210510,43100
68,A031390,ณ์ฝสภฺผฟ,20210507,42450
69,A031390,ณ์ฝสภฺผฟ,20210506,42000
70,A031390,ณ์ฝสภฺผฟ,20210504,41450
71,A031390,ณ์ฝสภฺผฟ,20210503,41400
72,A031390,ณ์ฝสภฺผฟ,20210430,41950
73,A031390,ณ์ฝสภฺผฟ,20210429,41750
74,A031390,ณ์ฝสภฺผฟ,20210428,42350
75,A031390,ณ์ฝสภฺผฟ,20210427,43800
76,A031390,ณ์ฝสภฺผฟ,20210426,44300
77,A031390,ณ์ฝสภฺผฟ,20210423,43300
78,A031390,ณ์ฝสภฺผฟ,20210422,42800
79,A031390,ณ์ฝสภฺผฟ,20210421,42650
80,A031390,ณ์ฝสภฺผฟ,20210420,43550
81,A031390,ณ์ฝสภฺผฟ,20210419,43900
82,A031390,ณ์ฝสภฺผฟ,20210416,43350
83,A031390,ณ์ฝสภฺผฟ,20210415,43800
84,A031390,ณ์ฝสภฺผฟ,20210414,43150
85,A031390,ณ์ฝสภฺผฟ,20210413,43350
86,A031390,ณ์ฝสภฺผฟ,20210412,43100
87,A031390,ณ์ฝสภฺผฟ,20210409,42300
88,A031390,ณ์ฝสภฺผฟ,20210408,41400
89,A031390,ณ์ฝสภฺผฟ,20210407,40850
90,A031390,ณ์ฝสภฺผฟ,20210406,41000
91,A031390,ณ์ฝสภฺผฟ,20210405,41200
92,A031390,ณ์ฝสภฺผฟ,20210402,41800
93,A031390,ณ์ฝสภฺผฟ,20210401,41750
94,A031390,ณ์ฝสภฺผฟ,20210331,41700
95,A031390,ณ์ฝสภฺผฟ,20210330,42500
96,A031390,ณ์ฝสภฺผฟ,20210329,42350
97,A031390,ณ์ฝสภฺผฟ,20210326,42750
98,A031390,ณ์ฝสภฺผฟ,20210325,42700
99,A031390,ณ์ฝสภฺผฟ,20210324,43300
100,A031390,ณ์ฝสภฺผฟ,20210323,43650
101,A031390,ณ์ฝสภฺผฟ,20210322,44750
102,A031390,ณ์ฝสภฺผฟ,20210319,43800
103,A031390,ณ์ฝสภฺผฟ,20210318,44050
104,A031390,ณ์ฝสภฺผฟ,20210317,44000
105,A031390,ณ์ฝสภฺผฟ,20210316,43700
106,A031390,ณ์ฝสภฺผฟ,20210315,42600
107,A031390,ณ์ฝสภฺผฟ,20210312,42300
108,A031390,ณ์ฝสภฺผฟ,20210311,42000
109,A031390,ณ์ฝสภฺผฟ,20210310,41550
110,A031390,ณ์ฝสภฺผฟ,20210309,42750
111,A031390,ณ์ฝสภฺผฟ,20210308,41900
112,A031390,ณ์ฝสภฺผฟ,20210305,41950
113,A031390,ณ์ฝสภฺผฟ,20210304,41600
114,A031390,ณ์ฝสภฺผฟ,20210303,42250
115,A031390,ณ์ฝสภฺผฟ,20210302,42500
116,A031390,ณ์ฝสภฺผฟ,20210226,40950
117,A031390,ณ์ฝสภฺผฟ,20210225,42250
118,A031390,ณ์ฝสภฺผฟ,20210224,40700
119,A031390,ณ์ฝสภฺผฟ,20210223,41350
120,A031390,ณ์ฝสภฺผฟ,20210222,42500
121,A031390,ณ์ฝสภฺผฟ,20210219,43500
122,A031390,ณ์ฝสภฺผฟ,20210218,44250
123,A031390,ณ์ฝสภฺผฟ,20210217,44400
124,A031390,ณ์ฝสภฺผฟ,20210216,44650
125,A031390,ณ์ฝสภฺผฟ,20210215,45600
126,A031390,ณ์ฝสภฺผฟ,20210210,46250
127,A031390,ณ์ฝสภฺผฟ,20210209,46500
128,A031390,ณ์ฝสภฺผฟ,20210208,45550
129,A031390,ณ์ฝสภฺผฟ,20210205,46100
130,A031390,ณ์ฝสภฺผฟ,20210204,47500
131,A031390,ณ์ฝสภฺผฟ,20210203,47300
132,A031390,ณ์ฝสภฺผฟ,20210202,46600
133,A031390,ณ์ฝสภฺผฟ,20210201,46650
134,A031390,ณ์ฝสภฺผฟ,20210129,46650
135,A031390,ณ์ฝสภฺผฟ,20210128,46800
136,A031390,ณ์ฝสภฺผฟ,20210127,49100
137,A031390,ณ์ฝสภฺผฟ,20210126,49800
138,A031390,ณ์ฝสภฺผฟ,20210125,49050
139,A031390,ณ์ฝสภฺผฟ,20210122,47700
140,A031390,ณ์ฝสภฺผฟ,20210121,47700
141,A031390,ณ์ฝสภฺผฟ,20210120,48250
142,A031390,ณ์ฝสภฺผฟ,20210119,47950
143,A031390,ณ์ฝสภฺผฟ,20210118,47550
144,A031390,ณ์ฝสภฺผฟ,20210115,49350
145,A031390,ณ์ฝสภฺผฟ,20210114,49600
146,A031390,ณ์ฝสภฺผฟ,20210113,49400
147,A031390,ณ์ฝสภฺผฟ,20210112,49750
148,A031390,ณ์ฝสภฺผฟ,20210111,50200
149,A031390,ณ์ฝสภฺผฟ,20210108,51900
150,A031390,ณ์ฝสภฺผฟ,20210107,54400
151,A031390,ณ์ฝสภฺผฟ,20210106,54200
152,A031390,ณ์ฝสภฺผฟ,20210105,56000
153,A031390,ณ์ฝสภฺผฟ,20210104,60300
154,A031390,ณ์ฝสภฺผฟ,20201230,51200
155,A031390,ณ์ฝสภฺผฟ,20201229,50700
156,A031390,ณ์ฝสภฺผฟ,20201228,48150
157,A031390,ณ์ฝสภฺผฟ,20201224,49450
158,A031390,ณ์ฝสภฺผฟ,20201223,51500
159,A031390,ณ์ฝสภฺผฟ,20201222,58100
160,A031390,ณ์ฝสภฺผฟ,20201221,55800
161,A031390,ณ์ฝสภฺผฟ,20201218,53300
162,A031390,ณ์ฝสภฺผฟ,20201217,54400
163,A031390,ณ์ฝสภฺผฟ,20201216,53900
164,A031390,ณ์ฝสภฺผฟ,20201215,48650
165,A031390,ณ์ฝสภฺผฟ,20201214,49800
166,A031390,ณ์ฝสภฺผฟ,20201211,48500
167,A031390,ณ์ฝสภฺผฟ,20201210,42150
168,A031390,ณ์ฝสภฺผฟ,20201209,41750
169,A031390,ณ์ฝสภฺผฟ,20201208,41600
170,A031390,ณ์ฝสภฺผฟ,20201207,42700
171,A031390,ณ์ฝสภฺผฟ,20201204,41200
172,A031390,ณ์ฝสภฺผฟ,20201203,41750
173,A031390,ณ์ฝสภฺผฟ,20201202,42050
174,A031390,ณ์ฝสภฺผฟ,20201201,42000
175,A031390,ณ์ฝสภฺผฟ,20201130,42650
176,A031390,ณ์ฝสภฺผฟ,20201127,42850
177,A031390,ณ์ฝสภฺผฟ,20201126,42150
178,A031390,ณ์ฝสภฺผฟ,20201125,41550
179,A031390,ณ์ฝสภฺผฟ,20201124,41550
180,A031390,ณ์ฝสภฺผฟ,20201123,41550
