,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,Á¾°¡
0,A093380,Ç³°­,20210812,5020
1,A093380,Ç³°­,20210811,5030
2,A093380,Ç³°­,20210810,4955
3,A093380,Ç³°­,20210809,5010
4,A093380,Ç³°­,20210806,5200
5,A093380,Ç³°­,20210805,5130
6,A093380,Ç³°­,20210804,5060
7,A093380,Ç³°­,20210803,5010
8,A093380,Ç³°­,20210802,5210
9,A093380,Ç³°­,20210730,5190
10,A093380,Ç³°­,20210729,5250
11,A093380,Ç³°­,20210728,5230
12,A093380,Ç³°­,20210727,5180
13,A093380,Ç³°­,20210726,5170
14,A093380,Ç³°­,20210723,5470
15,A093380,Ç³°­,20210722,5200
16,A093380,Ç³°­,20210721,5200
17,A093380,Ç³°­,20210720,5190
18,A093380,Ç³°­,20210719,5160
19,A093380,Ç³°­,20210716,5210
20,A093380,Ç³°­,20210715,5060
21,A093380,Ç³°­,20210714,5030
22,A093380,Ç³°­,20210713,5070
23,A093380,Ç³°­,20210712,5010
24,A093380,Ç³°­,20210709,4855
25,A093380,Ç³°­,20210708,4955
26,A093380,Ç³°­,20210707,5030
27,A093380,Ç³°­,20210706,5110
28,A093380,Ç³°­,20210705,5070
29,A093380,Ç³°­,20210702,5180
30,A093380,Ç³°­,20210701,5260
31,A093380,Ç³°­,20210630,5400
32,A093380,Ç³°­,20210629,5290
33,A093380,Ç³°­,20210628,5320
34,A093380,Ç³°­,20210625,5340
35,A093380,Ç³°­,20210624,5240
36,A093380,Ç³°­,20210623,5180
37,A093380,Ç³°­,20210622,5290
38,A093380,Ç³°­,20210621,5160
39,A093380,Ç³°­,20210618,5290
40,A093380,Ç³°­,20210617,5330
41,A093380,Ç³°­,20210616,5360
42,A093380,Ç³°­,20210615,5220
43,A093380,Ç³°­,20210614,5310
44,A093380,Ç³°­,20210611,5290
45,A093380,Ç³°­,20210610,5170
46,A093380,Ç³°­,20210609,5160
47,A093380,Ç³°­,20210608,5420
48,A093380,Ç³°­,20210607,5370
49,A093380,Ç³°­,20210604,5150
50,A093380,Ç³°­,20210603,5100
51,A093380,Ç³°­,20210602,5000
52,A093380,Ç³°­,20210601,5020
53,A093380,Ç³°­,20210531,4855
54,A093380,Ç³°­,20210528,4940
55,A093380,Ç³°­,20210527,4955
56,A093380,Ç³°­,20210526,4805
57,A093380,Ç³°­,20210525,4760
58,A093380,Ç³°­,20210524,4645
59,A093380,Ç³°­,20210521,4955
60,A093380,Ç³°­,20210520,4845
61,A093380,Ç³°­,20210518,4905
62,A093380,Ç³°­,20210517,4810
63,A093380,Ç³°­,20210514,4865
64,A093380,Ç³°­,20210513,4900
65,A093380,Ç³°­,20210512,5100
66,A093380,Ç³°­,20210511,5430
67,A093380,Ç³°­,20210510,5360
68,A093380,Ç³°­,20210507,4520
69,A093380,Ç³°­,20210506,4375
70,A093380,Ç³°­,20210504,4300
71,A093380,Ç³°­,20210503,4345
72,A093380,Ç³°­,20210430,4440
73,A093380,Ç³°­,20210429,4210
74,A093380,Ç³°­,20210428,4135
75,A093380,Ç³°­,20210427,4230
76,A093380,Ç³°­,20210426,4165
77,A093380,Ç³°­,20210423,4205
78,A093380,Ç³°­,20210422,4285
79,A093380,Ç³°­,20210421,4295
80,A093380,Ç³°­,20210420,4335
81,A093380,Ç³°­,20210419,4295
82,A093380,Ç³°­,20210416,4560
83,A093380,Ç³°­,20210415,4405
84,A093380,Ç³°­,20210414,4460
85,A093380,Ç³°­,20210413,4355
86,A093380,Ç³°­,20210412,4375
87,A093380,Ç³°­,20210409,4350
88,A093380,Ç³°­,20210408,4175
89,A093380,Ç³°­,20210407,4205
90,A093380,Ç³°­,20210406,4210
91,A093380,Ç³°­,20210405,4185
92,A093380,Ç³°­,20210402,4140
93,A093380,Ç³°­,20210401,4125
94,A093380,Ç³°­,20210331,4055
95,A093380,Ç³°­,20210330,3930
96,A093380,Ç³°­,20210329,3925
97,A093380,Ç³°­,20210326,3840
98,A093380,Ç³°­,20210325,3835
99,A093380,Ç³°­,20210324,3800
100,A093380,Ç³°­,20210323,3890
101,A093380,Ç³°­,20210322,3895
102,A093380,Ç³°­,20210319,3920
103,A093380,Ç³°­,20210318,4045
104,A093380,Ç³°­,20210317,4020
105,A093380,Ç³°­,20210316,4200
106,A093380,Ç³°­,20210315,4065
107,A093380,Ç³°­,20210312,4025
108,A093380,Ç³°­,20210311,3965
109,A093380,Ç³°­,20210310,3960
110,A093380,Ç³°­,20210309,3975
111,A093380,Ç³°­,20210308,3850
112,A093380,Ç³°­,20210305,3990
113,A093380,Ç³°­,20210304,3900
114,A093380,Ç³°­,20210303,3995
115,A093380,Ç³°­,20210302,3835
116,A093380,Ç³°­,20210226,3900
117,A093380,Ç³°­,20210225,4000
118,A093380,Ç³°­,20210224,3870
119,A093380,Ç³°­,20210223,4110
120,A093380,Ç³°­,20210222,4260
121,A093380,Ç³°­,20210219,4200
122,A093380,Ç³°­,20210218,4280
123,A093380,Ç³°­,20210217,4395
124,A093380,Ç³°­,20210216,4380
125,A093380,Ç³°­,20210215,4365
126,A093380,Ç³°­,20210210,4320
127,A093380,Ç³°­,20210209,4245
128,A093380,Ç³°­,20210208,4080
129,A093380,Ç³°­,20210205,4285
130,A093380,Ç³°­,20210204,4280
131,A093380,Ç³°­,20210203,4255
132,A093380,Ç³°­,20210202,4190
133,A093380,Ç³°­,20210201,4025
134,A093380,Ç³°­,20210129,3850
135,A093380,Ç³°­,20210128,4100
136,A093380,Ç³°­,20210127,4340
137,A093380,Ç³°­,20210126,4410
138,A093380,Ç³°­,20210125,4370
139,A093380,Ç³°­,20210122,4200
140,A093380,Ç³°­,20210121,4385
141,A093380,Ç³°­,20210120,4350
142,A093380,Ç³°­,20210119,4140
143,A093380,Ç³°­,20210118,3980
144,A093380,Ç³°­,20210115,4030
145,A093380,Ç³°­,20210114,4240
146,A093380,Ç³°­,20210113,4235
147,A093380,Ç³°­,20210112,4100
148,A093380,Ç³°­,20210111,4050
149,A093380,Ç³°­,20210108,4305
150,A093380,Ç³°­,20210107,4500
151,A093380,Ç³°­,20210106,4175
152,A093380,Ç³°­,20210105,4395
153,A093380,Ç³°­,20210104,4290
154,A093380,Ç³°­,20201230,3300
155,A093380,Ç³°­,20201229,3250
156,A093380,Ç³°­,20201228,3260
157,A093380,Ç³°­,20201224,3235
158,A093380,Ç³°­,20201223,3395
159,A093380,Ç³°­,20201222,3140
160,A093380,Ç³°­,20201221,3210
161,A093380,Ç³°­,20201218,3195
162,A093380,Ç³°­,20201217,3210
163,A093380,Ç³°­,20201216,3220
164,A093380,Ç³°­,20201215,3245
165,A093380,Ç³°­,20201214,3285
166,A093380,Ç³°­,20201211,3290
167,A093380,Ç³°­,20201210,3220
168,A093380,Ç³°­,20201209,3280
169,A093380,Ç³°­,20201208,3180
170,A093380,Ç³°­,20201207,3245
171,A093380,Ç³°­,20201204,3360
172,A093380,Ç³°­,20201203,3400
173,A093380,Ç³°­,20201202,3415
174,A093380,Ç³°­,20201201,3500
175,A093380,Ç³°­,20201130,3425
176,A093380,Ç³°­,20201127,3350
177,A093380,Ç³°­,20201126,3375
178,A093380,Ç³°­,20201125,3400
179,A093380,Ç³°­,20201124,3485
180,A093380,Ç³°­,20201123,3410
181,A093380,Ç³°­,20201120,3455
182,A093380,Ç³°­,20201119,3405
183,A093380,Ç³°­,20201118,3415
184,A093380,Ç³°­,20201117,3320
185,A093380,Ç³°­,20201116,3450
186,A093380,Ç³°­,20201113,3385
187,A093380,Ç³°­,20201112,3480
188,A093380,Ç³°­,20201111,3465
189,A093380,Ç³°­,20201110,3405
190,A093380,Ç³°­,20201109,3440
191,A093380,Ç³°­,20201106,3350
192,A093380,Ç³°­,20201105,3320
193,A093380,Ç³°­,20201104,3245
194,A093380,Ç³°­,20201103,3270
195,A093380,Ç³°­,20201102,3250
196,A093380,Ç³°­,20201030,3160
197,A093380,Ç³°­,20201029,3270
198,A093380,Ç³°­,20201028,3225
199,A093380,Ç³°­,20201027,3165
200,A093380,Ç³°­,20201026,3180
201,A093380,Ç³°­,20201023,3305
202,A093380,Ç³°­,20201022,3455
