,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,มพฐก
0,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210812,27450
1,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210811,28300
2,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210810,29050
3,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210809,29200
4,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210806,30300
5,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210805,31250
6,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210804,30650
7,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210803,30200
8,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210802,31400
9,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210730,31500
10,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210729,31850
11,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210728,30800
12,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210727,31500
13,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210726,30400
14,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210723,29550
15,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210722,29600
16,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210721,29750
17,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210720,30200
18,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210719,31000
19,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210716,30750
20,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210715,31200
21,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210714,32450
22,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210713,32000
23,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210712,32000
24,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210709,31900
25,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210708,32600
26,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210707,32100
27,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210706,31850
28,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210705,31500
29,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210702,32200
30,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210701,32700
31,A004545,ฑ๚ฒýวัณชถ๓ฟ์,20210630,32700
