,종목코드,종목명,날짜,종가,수정여부
72,A042040,케이피엠테크,20210430,2895,비수정
73,A042040,케이피엠테크,20210429,2975,비수정
74,A042040,케이피엠테크,20210428,2995,비수정
75,A042040,케이피엠테크,20210427,3095,비수정
76,A042040,케이피엠테크,20210426,3180,비수정
77,A042040,케이피엠테크,20210423,3060,비수정
78,A042040,케이피엠테크,20210422,3100,비수정
79,A042040,케이피엠테크,20210421,3020,비수정
80,A042040,케이피엠테크,20210420,2970,비수정
81,A042040,케이피엠테크,20210419,2980,비수정
82,A042040,케이피엠테크,20210416,2930,비수정
83,A042040,케이피엠테크,20210415,2925,비수정
84,A042040,케이피엠테크,20210414,3010,비수정
85,A042040,케이피엠테크,20210413,3000,비수정
86,A042040,케이피엠테크,20210412,3120,비수정
87,A042040,케이피엠테크,20210409,2940,비수정
88,A042040,케이피엠테크,20210408,2835,비수정
89,A042040,케이피엠테크,20210407,2870,비수정
90,A042040,케이피엠테크,20210406,2860,비수정
91,A042040,케이피엠테크,20210405,2900,비수정
92,A042040,케이피엠테크,20210402,2850,비수정
93,A042040,케이피엠테크,20210401,2835,비수정
94,A042040,케이피엠테크,20210331,2905,비수정
95,A042040,케이피엠테크,20210330,3000,비수정
96,A042040,케이피엠테크,20210329,2935,비수정
97,A042040,케이피엠테크,20210326,2800,비수정
98,A042040,케이피엠테크,20210325,2785,비수정
99,A042040,케이피엠테크,20210324,2740,비수정
100,A042040,케이피엠테크,20210323,2855,비수정
101,A042040,케이피엠테크,20210322,2870,비수정
102,A042040,케이피엠테크,20210319,2910,비수정
103,A042040,케이피엠테크,20210318,2995,비수정
104,A042040,케이피엠테크,20210317,3005,비수정
105,A042040,케이피엠테크,20210316,2900,비수정
106,A042040,케이피엠테크,20210315,3010,비수정
107,A042040,케이피엠테크,20210312,2850,비수정
108,A042040,케이피엠테크,20210311,2735,비수정
109,A042040,케이피엠테크,20210310,2625,비수정
110,A042040,케이피엠테크,20210309,2825,비수정
111,A042040,케이피엠테크,20210308,2980,비수정
112,A042040,케이피엠테크,20210305,2975,비수정
113,A042040,케이피엠테크,20210304,2495,비수정
114,A042040,케이피엠테크,20210303,2510,비수정
115,A042040,케이피엠테크,20210302,2555,비수정
116,A042040,케이피엠테크,20210226,2565,비수정
117,A042040,케이피엠테크,20210225,2510,비수정
118,A042040,케이피엠테크,20210224,2455,비수정
119,A042040,케이피엠테크,20210223,2575,비수정
120,A042040,케이피엠테크,20210222,2670,비수정
121,A042040,케이피엠테크,20210219,2610,비수정
122,A042040,케이피엠테크,20210218,2585,비수정
123,A042040,케이피엠테크,20210217,2660,비수정
124,A042040,케이피엠테크,20210216,2625,비수정
125,A042040,케이피엠테크,20210215,2700,비수정
126,A042040,케이피엠테크,20210210,2600,비수정
127,A042040,케이피엠테크,20210209,2620,비수정
128,A042040,케이피엠테크,20210208,2620,비수정
129,A042040,케이피엠테크,20210205,2690,비수정
130,A042040,케이피엠테크,20210204,2690,비수정
131,A042040,케이피엠테크,20210203,2660,비수정
132,A042040,케이피엠테크,20210202,2770,비수정
133,A042040,케이피엠테크,20210201,2760,비수정
134,A042040,케이피엠테크,20210129,2450,비수정
135,A042040,케이피엠테크,20210128,2585,비수정
136,A042040,케이피엠테크,20210127,2710,비수정
137,A042040,케이피엠테크,20210126,2815,비수정
138,A042040,케이피엠테크,20210125,2910,비수정
139,A042040,케이피엠테크,20210122,2700,비수정
140,A042040,케이피엠테크,20210121,2545,비수정
141,A042040,케이피엠테크,20210120,2620,비수정
142,A042040,케이피엠테크,20210119,2690,비수정
143,A042040,케이피엠테크,20210118,2540,비수정
144,A042040,케이피엠테크,20210115,2615,비수정
145,A042040,케이피엠테크,20210114,2690,비수정
146,A042040,케이피엠테크,20210113,2800,비수정
147,A042040,케이피엠테크,20210112,2790,비수정
148,A042040,케이피엠테크,20210111,2880,비수정
149,A042040,케이피엠테크,20210108,3020,비수정
150,A042040,케이피엠테크,20210107,3115,비수정
151,A042040,케이피엠테크,20210106,2995,비수정
152,A042040,케이피엠테크,20210105,3010,비수정
153,A042040,케이피엠테크,20210104,3025,비수정
154,A042040,케이피엠테크,20201230,3010,비수정
155,A042040,케이피엠테크,20201229,2900,비수정
156,A042040,케이피엠테크,20201228,2765,비수정
157,A042040,케이피엠테크,20201224,2900,비수정
158,A042040,케이피엠테크,20201223,3045,비수정
159,A042040,케이피엠테크,20201222,3235,비수정
160,A042040,케이피엠테크,20201221,3245,비수정
161,A042040,케이피엠테크,20201218,3250,비수정
162,A042040,케이피엠테크,20201217,3245,비수정
163,A042040,케이피엠테크,20201216,3310,비수정
164,A042040,케이피엠테크,20201215,3415,비수정
165,A042040,케이피엠테크,20201214,3280,비수정
166,A042040,케이피엠테크,20201211,3390,비수정
167,A042040,케이피엠테크,20201210,3335,비수정
168,A042040,케이피엠테크,20201209,3345,비수정
169,A042040,케이피엠테크,20201208,3475,비수정
170,A042040,케이피엠테크,20201207,3620,비수정
171,A042040,케이피엠테크,20201204,3565,비수정
172,A042040,케이피엠테크,20201203,3555,비수정
173,A042040,케이피엠테크,20201202,3665,비수정
174,A042040,케이피엠테크,20201201,3585,비수정
175,A042040,케이피엠테크,20201130,3460,비수정
176,A042040,케이피엠테크,20201127,3440,비수정
177,A042040,케이피엠테크,20201126,3390,비수정
178,A042040,케이피엠테크,20201125,3340,비수정
179,A042040,케이피엠테크,20201124,3465,비수정
180,A042040,케이피엠테크,20201123,3605,비수정
181,A042040,케이피엠테크,20201120,3290,비수정
182,A042040,케이피엠테크,20201119,3210,비수정
183,A042040,케이피엠테크,20201118,3320,비수정
184,A042040,케이피엠테크,20201117,3195,비수정
185,A042040,케이피엠테크,20201116,3305,비수정
186,A042040,케이피엠테크,20201113,3220,비수정
187,A042040,케이피엠테크,20201112,3240,비수정
188,A042040,케이피엠테크,20201111,3235,비수정
189,A042040,케이피엠테크,20201110,3390,비수정
190,A042040,케이피엠테크,20201109,3640,비수정
191,A042040,케이피엠테크,20201106,3250,비수정
192,A042040,케이피엠테크,20201105,3385,비수정
193,A042040,케이피엠테크,20201104,3395,비수정
194,A042040,케이피엠테크,20201103,3250,비수정
195,A042040,케이피엠테크,20201102,3165,비수정
196,A042040,케이피엠테크,20201030,3010,비수정
197,A042040,케이피엠테크,20201029,3230,비수정
198,A042040,케이피엠테크,20201028,3210,비수정
199,A042040,케이피엠테크,20201027,2950,비수정
200,A042040,케이피엠테크,20201026,3010,비수정
201,A042040,케이피엠테크,20201023,3350,비수정
202,A042040,케이피엠테크,20201022,3500,비수정
203,A042040,케이피엠테크,20201021,3360,비수정
204,A042040,케이피엠테크,20201020,3550,비수정
205,A042040,케이피엠테크,20201019,4035,비수정
206,A042040,케이피엠테크,20201016,4265,비수정
207,A042040,케이피엠테크,20201015,4880,비수정
208,A042040,케이피엠테크,20201014,5190,비수정
209,A042040,케이피엠테크,20201013,4160,비수정
210,A042040,케이피엠테크,20201012,3915,비수정
211,A042040,케이피엠테크,20201008,3955,비수정
212,A042040,케이피엠테크,20201007,4030,비수정
213,A042040,케이피엠테크,20201006,4065,비수정
214,A042040,케이피엠테크,20201005,4040,비수정
215,A042040,케이피엠테크,20200929,4040,비수정
216,A042040,케이피엠테크,20200928,4290,비수정
217,A042040,케이피엠테크,20200925,4460,비수정
218,A042040,케이피엠테크,20200924,6360,비수정
219,A042040,케이피엠테크,20200923,4895,비수정
220,A042040,케이피엠테크,20200922,4895,비수정
221,A042040,케이피엠테크,20200921,3810,비수정
222,A042040,케이피엠테크,20200918,3040,비수정
223,A042040,케이피엠테크,20200917,2815,비수정
224,A042040,케이피엠테크,20200916,2590,비수정
225,A042040,케이피엠테크,20200915,1995,비수정
226,A042040,케이피엠테크,20200914,1535,비수정
227,A042040,케이피엠테크,20200911,1415,비수정
228,A042040,케이피엠테크,20200910,1495,비수정
229,A042040,케이피엠테크,20200909,1485,비수정
230,A042040,케이피엠테크,20200908,1545,비수정
231,A042040,케이피엠테크,20200907,1560,비수정
232,A042040,케이피엠테크,20200904,1520,비수정
233,A042040,케이피엠테크,20200903,1460,비수정
234,A042040,케이피엠테크,20200902,1465,비수정
235,A042040,케이피엠테크,20200901,1385,비수정
236,A042040,케이피엠테크,20200831,1435,비수정
237,A042040,케이피엠테크,20200828,1515,비수정
238,A042040,케이피엠테크,20200827,1465,비수정
239,A042040,케이피엠테크,20200826,1440,비수정
240,A042040,케이피엠테크,20200825,1110,비수정
241,A042040,케이피엠테크,20200824,1005,비수정
242,A042040,케이피엠테크,20200821,1015,비수정
243,A042040,케이피엠테크,20200820,979,비수정
244,A042040,케이피엠테크,20200819,1005,비수정
245,A042040,케이피엠테크,20200818,1005,비수정
246,A042040,케이피엠테크,20200814,1085,비수정
247,A042040,케이피엠테크,20200813,1100,비수정
248,A042040,케이피엠테크,20200812,1170,비수정
249,A042040,케이피엠테크,20200811,1230,비수정
250,A042040,케이피엠테크,20200810,1190,비수정
251,A042040,케이피엠테크,20200807,1205,비수정
252,A042040,케이피엠테크,20200806,1245,비수정
253,A042040,케이피엠테크,20200805,1250,비수정
254,A042040,케이피엠테크,20200804,1255,비수정
255,A042040,케이피엠테크,20200803,1145,비수정
256,A042040,케이피엠테크,20200731,1155,비수정
257,A042040,케이피엠테크,20200730,1155,비수정
258,A042040,케이피엠테크,20200729,1155,비수정
259,A042040,케이피엠테크,20200728,1120,비수정
260,A042040,케이피엠테크,20200727,1100,비수정
261,A042040,케이피엠테크,20200724,1070,비수정
262,A042040,케이피엠테크,20200723,1090,비수정
263,A042040,케이피엠테크,20200722,1070,비수정
264,A042040,케이피엠테크,20200721,1115,비수정
265,A042040,케이피엠테크,20200720,1150,비수정
266,A042040,케이피엠테크,20200717,1115,비수정
267,A042040,케이피엠테크,20200716,1055,비수정
268,A042040,케이피엠테크,20200715,1075,비수정
269,A042040,케이피엠테크,20200714,1065,비수정
270,A042040,케이피엠테크,20200713,1090,비수정
271,A042040,케이피엠테크,20200710,1065,비수정
272,A042040,케이피엠테크,20200709,1075,비수정
273,A042040,케이피엠테크,20200708,1110,비수정
274,A042040,케이피엠테크,20200707,1225,비수정
275,A042040,케이피엠테크,20200706,946,비수정
276,A042040,케이피엠테크,20200703,924,비수정
277,A042040,케이피엠테크,20200702,932,비수정
278,A042040,케이피엠테크,20200701,986,비수정
279,A042040,케이피엠테크,20200630,913,비수정
280,A042040,케이피엠테크,20200629,933,비수정
281,A042040,케이피엠테크,20200626,981,비수정
282,A042040,케이피엠테크,20200625,972,비수정
283,A042040,케이피엠테크,20200624,996,비수정
284,A042040,케이피엠테크,20200623,1000,비수정
285,A042040,케이피엠테크,20200622,1110,비수정
286,A042040,케이피엠테크,20200619,1070,비수정
287,A042040,케이피엠테크,20200618,1130,비수정
288,A042040,케이피엠테크,20200617,1215,비수정
289,A042040,케이피엠테크,20200616,1065,비수정
290,A042040,케이피엠테크,20200615,820,비수정
291,A042040,케이피엠테크,20200612,930,비수정
292,A042040,케이피엠테크,20200611,948,비수정
293,A042040,케이피엠테크,20200610,1020,비수정
294,A042040,케이피엠테크,20200609,1075,비수정
295,A042040,케이피엠테크,20200608,1025,비수정
296,A042040,케이피엠테크,20200605,789,비수정
297,A042040,케이피엠테크,20200604,809,비수정
298,A042040,케이피엠테크,20200603,783,비수정
299,A042040,케이피엠테크,20200602,770,비수정
300,A042040,케이피엠테크,20200601,740,비수정
301,A042040,케이피엠테크,20200529,697,비수정
302,A042040,케이피엠테크,20200528,698,비수정
303,A042040,케이피엠테크,20200527,710,비수정
304,A042040,케이피엠테크,20200526,727,비수정
305,A042040,케이피엠테크,20200525,708,비수정
306,A042040,케이피엠테크,20200522,705,비수정
307,A042040,케이피엠테크,20200521,714,비수정
308,A042040,케이피엠테크,20200520,720,비수정
309,A042040,케이피엠테크,20200519,705,비수정
310,A042040,케이피엠테크,20200518,703,비수정
311,A042040,케이피엠테크,20200515,716,비수정
312,A042040,케이피엠테크,20200514,717,비수정
313,A042040,케이피엠테크,20200513,726,비수정
314,A042040,케이피엠테크,20200512,742,비수정
315,A042040,케이피엠테크,20200511,780,비수정
316,A042040,케이피엠테크,20200508,788,비수정
317,A042040,케이피엠테크,20200507,763,비수정
318,A042040,케이피엠테크,20200506,737,비수정
319,A042040,케이피엠테크,20200504,733,비수정
320,A042040,케이피엠테크,20200429,736,비수정
321,A042040,케이피엠테크,20200428,735,비수정
322,A042040,케이피엠테크,20200427,735,비수정
323,A042040,케이피엠테크,20200424,721,비수정
324,A042040,케이피엠테크,20200423,731,비수정
325,A042040,케이피엠테크,20200422,729,비수정
326,A042040,케이피엠테크,20200421,721,비수정
327,A042040,케이피엠테크,20200420,748,비수정
328,A042040,케이피엠테크,20200417,741,비수정
329,A042040,케이피엠테크,20200416,727,비수정
330,A042040,케이피엠테크,20200414,722,비수정
331,A042040,케이피엠테크,20200413,685,비수정
332,A042040,케이피엠테크,20200410,717,비수정
333,A042040,케이피엠테크,20200409,736,비수정
334,A042040,케이피엠테크,20200408,732,비수정
335,A042040,케이피엠테크,20200407,740,비수정
336,A042040,케이피엠테크,20200406,722,비수정
337,A042040,케이피엠테크,20200403,680,비수정
338,A042040,케이피엠테크,20200402,688,비수정
339,A042040,케이피엠테크,20200401,696,비수정
340,A042040,케이피엠테크,20200331,718,비수정
341,A042040,케이피엠테크,20200330,704,비수정
342,A042040,케이피엠테크,20200327,600,비수정
343,A042040,케이피엠테크,20200326,597,비수정
344,A042040,케이피엠테크,20200325,559,비수정
345,A042040,케이피엠테크,20200324,506,비수정
346,A042040,케이피엠테크,20200323,480,비수정
347,A042040,케이피엠테크,20200320,516,비수정
348,A042040,케이피엠테크,20200319,492,비수정
349,A042040,케이피엠테크,20200318,578,비수정
350,A042040,케이피엠테크,20200317,612,비수정
351,A042040,케이피엠테크,20200316,595,비수정
352,A042040,케이피엠테크,20200313,572,비수정
353,A042040,케이피엠테크,20200312,676,비수정
354,A042040,케이피엠테크,20200311,725,비수정
355,A042040,케이피엠테크,20200310,769,비수정
356,A042040,케이피엠테크,20200309,772,비수정
357,A042040,케이피엠테크,20200306,826,비수정
358,A042040,케이피엠테크,20200305,868,비수정
359,A042040,케이피엠테크,20200304,844,비수정
360,A042040,케이피엠테크,20200303,845,비수정
361,A042040,케이피엠테크,20200302,816,비수정
362,A042040,케이피엠테크,20200228,783,비수정
363,A042040,케이피엠테크,20200227,839,비수정
364,A042040,케이피엠테크,20200226,870,비수정
